date,Fuel_Consumption_BTU
2001-03-31,3.009
2001-06-30,4.547
2001-09-30,14.61
2001-12-31,3.67
2002-03-31,3.319
2002-06-30,4.683
2002-09-30,11.502
2002-12-31,2.237
2003-03-31,2.888
2003-06-30,2.908
2003-09-30,7.674
2003-12-31,2.372
2004-03-31,1.39473
2004-06-30,2.82762
2004-09-30,5.41413
2004-12-31,1.65763
2005-03-31,2.68004
2005-06-30,4.4857
2005-09-30,7.23734
2005-12-31,3.09448
2006-03-31,2.97006
2006-06-30,6.61341
2006-09-30,12.42542
2006-12-31,3.89583
2007-03-31,2.61487
2007-06-30,5.01497
2007-09-30,14.5274
2007-12-31,4.04861
2008-03-31,3.20682
2008-06-30,6.14998
2008-09-30,11.24437
2008-12-31,6.4744
2009-03-31,5.6462
2009-06-30,8.39342
2009-09-30,12.82127
2009-12-31,5.62119
2010-03-31,4.49397
2010-06-30,6.40585
2010-09-30,13.96453
2010-12-31,3.50612
2011-03-31,3.8515
2011-06-30,8.2063
2011-09-30,16.15099
2011-12-31,2.85423
2012-03-31,6.0301
2012-06-30,12.45734
2012-09-30,16.11482
2012-12-31,2.75664
2013-03-31,5.23574
2013-06-30,8.51366
2013-09-30,10.54949
2013-12-31,4.71205
2014-03-31,4.93027
2014-06-30,7.18936
2014-09-30,7.5222
2014-12-31,4.60261
2015-03-31,3.297
2015-06-30,4.79914
2015-09-30,8.38947
2015-12-31,2.35902
2016-03-31,2.73392
2016-06-30,7.70393
2016-09-30,10.5792
2016-12-31,4.7895
2017-03-31,4.36467
2017-06-30,6.41834
2017-09-30,8.30425
2017-12-31,6.624
2018-03-31,6.56238
2018-06-30,13.06006
2018-09-30,8.78253
2018-12-31,5.9422
2019-03-31,5.7004
2019-06-30,9.03788
2019-09-30,11.12744
2019-12-31,7.55708
2020-03-31,7.67833
2020-06-30,5.45797
2020-09-30,8.15945
2020-12-31,8.37652
2021-03-31,5.9771
2021-06-30,7.4789
2021-09-30,9.50286
2021-12-31,6.32158
