ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,y
2001-03-31,530.7208031872027,395.35200355591405,697.395169007558,530.7208031872027,530.7208031872027,19.592362440637643,19.592362440637643,19.592362440637643,19.592362440637643,19.592362440637643,19.592362440637643,0.0,0.0,0.0,550.3131656278404,514.86
2001-06-30,537.3701538818347,408.7619053613102,696.2573598366272,537.3701538818347,537.3701538818347,8.580729267466566,8.580729267466566,8.580729267466566,8.580729267466566,8.580729267466566,8.580729267466566,0.0,0.0,0.0,545.9508831493013,517.074
2001-09-30,544.0925743643198,466.4054182386338,767.8620511123091,544.0925743643198,544.0925743643198,76.44858205681591,76.44858205681591,76.44858205681591,76.44858205681591,76.44858205681591,76.44858205681591,0.0,0.0,0.0,620.5411564211357,552.113
2001-12-31,550.814994846805,416.5449845395946,721.3772924818636,550.814994846805,550.814994846805,17.429799690947036,17.429799690947036,17.429799690947036,17.429799690947036,17.429799690947036,17.429799690947036,0.0,0.0,0.0,568.244794537752,559.831
2002-03-31,557.3912757524363,436.92548524411774,736.306967652771,557.3912757524363,557.3912757524363,30.458352062529922,30.458352062529922,30.458352062529922,30.458352062529922,30.458352062529922,30.458352062529922,0.0,0.0,0.0,587.8496278149662,535.47
2002-06-30,564.0406264459078,447.1528547107928,740.9449956539208,564.0406264459078,564.0406264459078,38.12539620319749,38.12539620319749,38.12539620319749,38.12539620319749,38.12539620319749,38.12539620319749,0.0,0.0,0.0,602.1660226491053,614.184
2002-09-30,570.7630469285339,516.6130527602851,817.7793796162972,570.7630469285339,570.7630469285339,94.47057475075663,94.47057475075663,94.47057475075663,94.47057475075663,94.47057475075663,94.47057475075663,0.0,0.0,0.0,665.2336216792905,686.656
2002-12-31,577.4854674111599,446.0423422531238,747.2028496626496,577.4854674111599,577.4854674111599,23.679300753257916,23.679300753257916,23.679300753257916,23.679300753257916,23.679300753257916,23.679300753257916,0.0,0.0,0.0,601.1647681644179,681.884
2003-03-31,584.0617483180765,478.5501585772888,787.3360361020056,584.0617483180765,584.0617483180765,47.64756624527549,47.64756624527549,47.64756624527549,47.64756624527549,47.64756624527549,47.64756624527549,0.0,0.0,0.0,631.709314563352,707.613
2003-06-30,590.7110990125409,509.58795491544515,809.0750037326487,590.7110990125409,590.7110990125409,62.99568773210504,62.99568773210504,62.99568773210504,62.99568773210504,62.99568773210504,62.99568773210504,0.0,0.0,0.0,653.7067867446459,668.985
2003-09-30,597.4335194948565,565.3227792893341,869.1914626257328,597.4335194948565,597.4335194948565,122.55215981398993,122.55215981398993,122.55215981398993,122.55215981398993,122.55215981398993,122.55215981398993,0.0,0.0,0.0,719.9856793088463,663.784
2003-12-31,604.155939977172,473.2452706026493,761.2290190043311,604.155939977172,604.155939977172,22.43874898394315,22.43874898394315,22.43874898394315,22.43874898394315,22.43874898394315,22.43874898394315,0.0,0.0,0.0,626.5946889611151,673.914
2004-03-31,610.8052906722284,483.0289257351553,780.1943407949893,610.8052906722284,610.8052906722284,15.088825167177252,15.088825167177252,15.088825167177252,15.088825167177252,15.088825167177252,15.088825167177252,0.0,0.0,0.0,625.8941158394056,696.04355
2004-06-30,617.4546413672847,439.6065920484278,744.843375945955,617.4546413672847,617.4546413672847,-25.603017679952334,-25.603017679952334,-25.603017679952334,-25.603017679952334,-25.603017679952334,-25.603017679952334,0.0,0.0,0.0,591.8516236873323,690.91324
2004-09-30,624.1770618478448,543.442604195058,830.5539854386252,624.1770618478448,624.1770618478448,68.48581190159197,68.48581190159197,68.48581190159197,68.48581190159197,68.48581190159197,68.48581190159197,0.0,0.0,0.0,692.6628737494368,778.60778
2004-12-31,630.899482328405,486.1485503072136,777.9134960026081,630.899482328405,630.899482328405,3.692281210824661,3.692281210824661,3.692281210824661,3.692281210824661,3.692281210824661,3.692281210824661,0.0,0.0,0.0,634.5917635392298,754.81518
2005-03-31,637.4757632333008,508.69249800172344,803.7023143720754,637.4757632333008,637.4757632333008,19.592362440647882,19.592362440647882,19.592362440647882,19.592362440647882,19.592362440647882,19.592362440647882,0.0,0.0,0.0,657.0681256739487,719.69949
2005-06-30,644.1251139277281,518.7600410620893,805.7780362378626,644.1251139277281,644.1251139277281,8.58072926791256,8.58072926791256,8.58072926791256,8.58072926791256,8.58072926791256,8.58072926791256,0.0,0.0,0.0,652.7058431956407,713.32716
2005-09-30,650.8475344100061,571.2137950598243,879.9556666926815,650.8475344100061,650.8475344100061,76.44858205714017,76.44858205714017,76.44858205714017,76.44858205714017,76.44858205714017,76.44858205714017,0.0,0.0,0.0,727.2961164671462,779.01018
2005-12-31,657.5699548919517,521.8539650041216,831.247981390258,657.5699548919517,657.5699548919517,17.429799690993114,17.429799690993114,17.429799690993114,17.429799690993114,17.429799690993114,17.429799690993114,0.0,0.0,0.0,674.9997545829449,764.69274
2006-03-31,664.1462357982028,546.5254580229232,849.9910585051147,664.1462357982028,664.1462357982028,30.45835206254699,30.45835206254699,30.45835206254699,30.45835206254699,30.45835206254699,30.45835206254699,0.0,0.0,0.0,694.6045878607498,766.87995
2006-06-30,670.7955864923011,558.2770164436231,864.9441648797293,670.7955864923011,670.7955864923011,38.125396203531416,38.125396203531416,38.125396203531416,38.125396203531416,38.125396203531416,38.125396203531416,0.0,0.0,0.0,708.9209826958325,732.33153
2006-09-30,677.518006972674,622.6896492605829,915.9810664761405,677.518006972674,677.518006972674,94.4705747509233,94.4705747509233,94.4705747509233,94.4705747509233,94.4705747509233,94.4705747509233,0.0,0.0,0.0,771.9885817235973,746.30878
2006-12-31,684.240427453047,562.4582932554679,865.145473044417,684.240427453047,684.240427453047,23.679300753306272,23.679300753306272,23.679300753306272,23.679300753306272,23.679300753306272,23.679300753306272,0.0,0.0,0.0,707.9197282063533,703.94862
2007-03-31,690.8167083577597,583.5713803135419,892.8313737901354,690.8167083577597,690.8167083577597,47.647566244878426,47.647566244878426,47.647566244878426,47.647566244878426,47.647566244878426,47.647566244878426,0.0,0.0,0.0,738.4642746026382,721.92814
2007-06-30,697.4660590485856,617.514938931039,906.9961222566882,697.4660590485856,697.4660590485856,62.99568773228822,62.99568773228822,62.99568773228822,62.99568773228822,62.99568773228822,62.99568773228822,0.0,0.0,0.0,760.4617467808739,730.11889
2007-09-30,704.1884795272227,672.3376042487206,985.3244511363343,704.1884795272227,704.1884795272227,122.55215981418733,122.55215981418733,122.55215981418733,122.55215981418733,122.55215981418733,122.55215981418733,0.0,0.0,0.0,826.7406393414101,815.44525
2007-12-31,710.9109000074488,575.3797610248092,889.9804534604663,710.9109000074488,710.9109000074488,22.438748984082522,22.438748984082522,22.438748984082522,22.438748984082522,22.438748984082522,22.438748984082522,0.0,0.0,0.0,733.3496489915314,775.02415
2008-03-31,717.5602506998464,577.5879568534866,878.0405625098516,717.5602506998464,717.5602506998464,15.088825167294438,15.088825167294438,15.088825167294438,15.088825167294438,15.088825167294438,15.088825167294438,0.0,0.0,0.0,732.6490758671408,746.68364
2008-06-30,724.209601392244,560.2465056187432,854.1173458420249,724.209601392244,724.209601392244,-25.603017679660503,-25.603017679660503,-25.603017679660503,-25.603017679660503,-25.603017679660503,-25.603017679660503,0.0,0.0,0.0,698.6065837125835,790.02259
2008-09-30,730.9320218801284,657.8279702997795,945.1448842621096,730.9320218801284,730.9320218801284,68.48581190134507,68.48581190134507,68.48581190134507,68.48581190134507,68.48581190134507,68.48581190134507,0.0,0.0,0.0,799.4178337814735,818.41991
2008-12-31,737.6544423680126,595.2153636564088,898.7780668041956,737.6544423680126,737.6544423680126,3.6922812104628604,3.6922812104628604,3.6922812104628604,3.6922812104628604,3.6922812104628604,3.6922812104628604,0.0,0.0,0.0,741.3467235784755,777.53827
2009-03-31,744.2307232800734,619.6916402987923,921.4740709986164,744.2307232800734,744.2307232800734,19.592362440695098,19.592362440695098,19.592362440695098,19.592362440695098,19.592362440695098,19.592362440695098,0.0,0.0,0.0,763.8230857207685,710.40902
2009-06-30,750.8814051430015,613.2847926218004,917.5533679902343,750.8814051430015,750.8814051430015,8.580729267773187,8.580729267773187,8.580729267773187,8.580729267773187,8.580729267773187,8.580729267773187,0.0,0.0,0.0,759.4621344107748,710.71187
2009-09-30,757.6051714220058,680.8152079582549,986.4038204804485,757.6051714220058,757.6051714220058,76.44858205685857,76.44858205685857,76.44858205685857,76.44858205685857,76.44858205685857,76.44858205685857,0.0,0.0,0.0,834.0537534788643,733.58296
2009-12-31,764.3291614201536,631.1259015473713,927.2276342704214,764.3291614201536,764.3291614201536,17.429799690806526,17.429799690806526,17.429799690806526,17.429799690806526,17.429799690806526,17.429799690806526,0.0,0.0,0.0,781.7589611109601,682.85774
2010-03-31,770.9069777226892,652.6703804698598,942.8440572982482,770.9069777226892,770.9069777226892,30.458352062528217,30.458352062528217,30.458352062528217,30.458352062528217,30.458352062528217,30.458352062528217,0.0,0.0,0.0,801.3653297852175,600.5717
2010-06-30,777.5578808730311,663.6663155039981,958.8256728485995,777.5578808730311,777.5578808730311,38.12539620321114,38.12539620321114,38.12539620321114,38.12539620321114,38.12539620321114,38.12539620321114,0.0,0.0,0.0,815.6832770762422,690.75762
2010-09-30,784.2892370000019,733.3571651352315,1019.6911074342662,784.2892370000019,784.2892370000019,94.47057475071169,94.47057475071169,94.47057475071169,94.47057475071169,94.47057475071169,94.47057475071169,0.0,0.0,0.0,878.7598117507135,700.79468
2010-12-31,791.0205931269727,665.23404981604,962.8619436675194,791.0205931269727,791.0205931269727,23.67930075337169,23.67930075337169,23.67930075337169,23.67930075337169,23.67930075337169,23.67930075337169,0.0,0.0,0.0,814.6998938803443,641.64649
