date,Fuel_Consumption_BTU
2001-03-31,30.713
2001-06-30,24.151
2001-09-30,25.126
2001-12-31,28.637
2002-03-31,27.301
2002-06-30,24.168
2002-09-30,28.746
2002-12-31,35.947
2003-03-31,29.914
2003-06-30,23.848
2003-09-30,28.644
2003-12-31,25.672
2004-03-31,27.79946
2004-06-30,22.81899
2004-09-30,27.86153
2004-12-31,25.70905
2005-03-31,30.0438
2005-06-30,27.45303
2005-09-30,30.3307
2005-12-31,30.40794
2006-03-31,28.72184
2006-06-30,23.37477
2006-09-30,30.52263
2006-12-31,29.15291
2007-03-31,30.62328
2007-06-30,30.94785
2007-09-30,31.00722
2007-12-31,27.00187
2008-03-31,25.5579
2008-06-30,24.07105
2008-09-30,27.20382
2008-12-31,30.0297
2009-03-31,27.65517
2009-06-30,21.41217
2009-09-30,21.71584
2009-12-31,21.21508
2010-03-31,24.98365
2010-06-30,19.45482
2010-09-30,22.83611
2010-12-31,16.52853
2011-03-31,19.76355
2011-06-30,9.38522
2011-09-30,9.48493
2011-12-31,4.3774
2012-03-31,6.34627
2012-06-30,2.31738
2012-09-30,8.41093
2012-12-31,6.88399
2013-03-31,16.97074
2013-06-30,5.33618
2013-09-30,8.89802
2013-12-31,10.88744
2014-03-31,19.33897
2014-06-30,3.41879
2014-09-30,2.13685
2014-12-31,4.83479
2015-03-31,15.62768
2015-06-30,0.37018
2015-09-30,2.59201
2015-12-31,5.4603
2016-03-31,8.28588
2016-06-30,2.81312
2016-09-30,4.35697
2016-12-31,4.55961
2017-03-31,11.06911
2017-06-30,1.23533
2017-09-30,0.0
2017-12-31,0.0
2018-03-31,0.0
2018-06-30,0.0
2018-09-30,0.0
2018-12-31,0.0
2019-03-31,0.0
2019-06-30,0.0
2019-09-30,0.0
2019-12-31,0.0
2020-03-31,0.0
2020-06-30,0.0
2020-09-30,0.0
2020-12-31,0.0
2021-03-31,0.0
2021-06-30,0.0
2021-09-30,0.0
2021-12-31,0.0
