date,Fuel_Consumption_BTU
2001-03-31,178.519
2001-06-30,170.572
2001-09-30,197.316
2001-12-31,171.002
2002-03-31,161.159
2002-06-30,164.485
2002-09-30,192.317
2002-12-31,171.698
2003-03-31,165.984
2003-06-30,167.667
2003-09-30,185.957
2003-12-31,178.44
2004-03-31,173.38787
2004-06-30,162.93468
2004-09-30,189.57769
2004-12-31,192.90198
2005-03-31,176.59273
2005-06-30,175.77826
2005-09-30,202.05475
2005-12-31,184.97792
2006-03-31,174.56039
2006-06-30,173.66775
2006-09-30,193.91518
2006-12-31,171.94647
2007-03-31,177.84183
2007-06-30,176.81864
2007-09-30,201.71291
2007-12-31,189.52436
2008-03-31,185.16207
2008-06-30,181.52325
2008-09-30,190.893
2008-12-31,180.25435
2009-03-31,175.09717
2009-06-30,165.88321
2009-09-30,185.65144
2009-12-31,173.38339
2010-03-31,173.9941
2010-06-30,161.46558
2010-09-30,195.01301
2010-12-31,161.3165
2011-03-31,152.66438
2011-06-30,158.34532
2011-09-30,178.80144
2011-12-31,145.05929
2012-03-31,129.24708
2012-06-30,133.14392
2012-09-30,166.38796
2012-12-31,144.19936
2013-03-31,149.89485
2013-06-30,137.66401
2013-09-30,164.13664
2013-12-31,150.99246
2014-03-31,153.35371
2014-06-30,125.15487
2014-09-30,157.93365
2014-12-31,127.37254
2015-03-31,138.02277
2015-06-30,138.13262
2015-09-30,156.00521
2015-12-31,130.61379
2016-03-31,115.75128
2016-06-30,97.03337
2016-09-30,123.79771
2016-12-31,100.16952
2017-03-31,110.71564
2017-06-30,122.43555
2017-09-30,117.65514
2017-12-31,97.75903
2018-03-31,113.18879
2018-06-30,106.90182
2018-09-30,135.52105
2018-12-31,100.30239
2019-03-31,111.30871
2019-06-30,92.55056
2019-09-30,112.4532
2019-12-31,83.7703
2020-03-31,72.44262
2020-06-30,50.60171
2020-09-30,89.23136
2020-12-31,92.27911
2021-03-31,104.92538
2021-06-30,81.2837
2021-09-30,109.66059
2021-12-31,95.72312
