ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,y
2001-03-31,1.2173429674611653,-213.50869718269567,45.65099763459461,1.2173429674611653,1.2173429674611653,-86.2522917131553,-86.2522917131553,-86.2522917131553,-86.2522917131553,-86.2522917131553,-86.2522917131553,0.0,0.0,0.0,-85.03494874569414,0.0
2001-06-30,3.1669596837186647,-102.13228454649875,170.13414790098815,3.1669596837186647,3.1669596837186647,17.721478558943307,17.721478558943307,17.721478558943307,17.721478558943307,17.721478558943307,17.721478558943307,0.0,0.0,0.0,20.888438242661973,0.0
2001-09-30,5.138000759495476,-139.68393747611606,135.8298767763791,5.138000759495476,5.138000759495476,-2.1174299580463893,-2.1174299580463893,-2.1174299580463893,-2.1174299580463893,-2.1174299580463893,-2.1174299580463893,0.0,0.0,0.0,3.020570801449087,0.0
2001-12-31,7.109041835272287,-272.9203089519168,1.4178177591804006,7.109041835272287,7.109041835272287,-142.84321399819189,-142.84321399819189,-142.84321399819189,-142.84321399819189,-142.84321399819189,-142.84321399819189,0.0,0.0,0.0,-135.7341721629196,0.0
2002-03-31,9.037234178135336,-208.7582723498909,81.96495143085754,9.037234178135336,9.037234178135336,-69.80420319457939,-69.80420319457939,-69.80420319457939,-69.80420319457939,-69.80420319457939,-69.80420319457939,0.0,0.0,0.0,-60.76696901644405,0.0
2002-06-30,10.986850880363528,-92.80516305849828,181.11824260129575,10.986850880363528,10.986850880363528,26.020871926768294,26.020871926768294,26.020871926768294,26.020871926768294,26.020871926768294,26.020871926768294,0.0,0.0,0.0,37.00772280713182,0.0
2002-09-30,12.957891974659459,-110.60271483592561,163.4052574217031,12.957891974659459,12.957891974659459,14.084578147523992,14.084578147523992,14.084578147523992,14.084578147523992,14.084578147523992,14.084578147523992,0.0,0.0,0.0,27.042470122183452,0.0
2002-12-31,14.92893306895539,-247.86453156090585,33.07971990678525,14.92893306895539,14.92893306895539,-124.2506139755741,-124.2506139755741,-124.2506139755741,-124.2506139755741,-124.2506139755741,-124.2506139755741,0.0,0.0,0.0,-109.32168090661871,0.0
2003-03-31,16.8571254438101,-182.67135225764358,100.38710494459099,16.8571254438101,16.8571254438101,-52.49515863822662,-52.49515863822662,-52.49515863822662,-52.49515863822662,-52.49515863822662,-52.49515863822662,0.0,0.0,0.0,-35.63803319441652,0.0
2003-06-30,18.806742262489003,-82.61821527715027,196.669166932063,18.806742262489003,18.806742262489003,34.15198872771501,34.15198872771501,34.15198872771501,34.15198872771501,34.15198872771501,34.15198872771501,0.0,0.0,0.0,52.95873099020401,0.0
2003-09-30,20.777783441812733,-87.21809826012615,198.4954647124104,20.777783441812733,20.777783441812733,32.18883053324273,32.18883053324273,32.18883053324273,32.18883053324273,32.18883053324273,32.18883053324273,0.0,0.0,0.0,52.966613975055466,0.0
2003-12-31,22.74882462113646,-222.70861792460155,57.765967227171714,22.74882462113646,22.74882462113646,-108.14604349580966,-108.14604349580966,-108.14604349580966,-108.14604349580966,-108.14604349580966,-108.14604349580966,0.0,0.0,0.0,-85.3972188746732,0.0
2004-03-31,24.69844141817144,-218.0100105367895,71.04394060620874,24.69844141817144,24.69844141817144,-101.80212257183172,-101.80212257183172,-101.80212257183172,-101.80212257183172,-101.80212257183172,-101.80212257183172,0.0,0.0,0.0,-77.10368115366028,0.0
2004-06-30,26.648058215206426,-103.99749094060846,174.53174671474125,26.648058215206426,26.648058215206426,9.26298339695411,9.26298339695411,9.26298339695411,9.26298339695411,9.26298339695411,9.26298339695411,0.0,0.0,0.0,35.91104161216054,0.0
2004-09-30,28.61909939221193,-127.25089846260445,142.47794388613937,28.61909939221193,28.61909939221193,-16.41295269389672,-16.41295269389672,-16.41295269389672,-16.41295269389672,-16.41295269389672,-16.41295269389672,0.0,0.0,0.0,12.206146698315209,0.0
2004-12-31,30.59014056921744,-274.7808931584475,8.215213256871293,30.59014056921744,30.59014056921744,-163.9105808373392,-163.9105808373392,-163.9105808373392,-163.9105808373392,-163.9105808373392,-163.9105808373392,0.0,0.0,0.0,-133.32044026812179,0.0
2005-03-31,32.5183330249837,-191.86079203214496,94.02242699272836,32.5183330249837,32.5183330249837,-86.25229171303701,-86.25229171303701,-86.25229171303701,-86.25229171303701,-86.25229171303701,-86.25229171303701,0.0,0.0,0.0,-53.73395868805331,0.0
2005-06-30,34.467949774420156,-88.5968303594571,201.85820134823427,34.467949774420156,34.467949774420156,17.721478559113322,17.721478559113322,17.721478559113322,17.721478559113322,17.721478559113322,17.721478559113322,0.0,0.0,0.0,52.18942833353348,0.0
2005-09-30,36.43899088374053,-107.26961926045438,169.54758181432047,36.43899088374053,36.43899088374053,-2.117429957729756,-2.117429957729756,-2.117429957729756,-2.117429957729756,-2.117429957729756,-2.117429957729756,0.0,0.0,0.0,34.321560926010775,0.0
2005-12-31,38.41003194320405,-248.8547396886206,35.615920934630225,38.41003194320405,38.41003194320405,-142.84321399801735,-142.84321399801735,-142.84321399801735,-142.84321399801735,-142.84321399801735,-142.84321399801735,0.0,0.0,0.0,-104.4331820548133,0.0
2006-03-31,40.33822428398358,-168.00116740728214,116.37041864911764,40.33822428398358,40.33822428398358,-69.80420319448044,-69.80420319448044,-69.80420319448044,-69.80420319448044,-69.80420319448044,-69.80420319448044,0.0,0.0,0.0,-29.465978910496858,0.0
2006-06-30,42.2878409841051,-74.99515415788593,207.92788734246363,42.2878409841051,42.2878409841051,26.02087192689326,26.02087192689326,26.02087192689326,26.02087192689326,26.02087192689326,26.02087192689326,0.0,0.0,0.0,68.30871291099837,0.0
2006-09-30,44.258882040524774,-81.91251826620086,198.18447322288148,44.258882040524774,44.258882040524774,14.084578147672355,14.084578147672355,14.084578147672355,14.084578147672355,14.084578147672355,14.084578147672355,0.0,0.0,0.0,58.34346018819713,0.0
2006-12-31,46.22992309694444,-226.2969629505121,56.474897737281665,46.22992309694444,46.22992309694444,-124.25061397540001,-124.25061397540001,-124.25061397540001,-124.25061397540001,-124.25061397540001,-124.25061397540001,0.0,0.0,0.0,-78.02069087845558,0.0
2007-03-31,48.158115434746286,-141.86991713132014,136.41045703060436,48.158115434746286,48.158115434746286,-52.4951586384937,-52.4951586384937,-52.4951586384937,-52.4951586384937,-52.4951586384937,-52.4951586384937,0.0,0.0,0.0,-4.337043203747413,0.0
2007-06-30,50.107732912077154,-51.06348642336124,213.90494356642282,50.107732912077154,50.107732912077154,34.15198872777284,34.15198872777284,34.15198872777284,34.15198872777284,34.15198872777284,34.15198872777284,0.0,0.0,0.0,84.25972163985,0.0
2007-09-30,52.078774757290766,-58.64899132180752,222.34827535145058,52.078774757290766,52.078774757290766,32.188830533415505,32.188830533415505,32.188830533415505,32.188830533415505,32.188830533415505,32.188830533415505,0.0,0.0,0.0,84.26760529070627,0.0
2007-12-31,54.05104566067433,-193.10445580496474,85.89656998647305,54.05104566067433,54.05104566067433,-108.14604349568934,-108.14604349568934,-108.14604349568934,-108.14604349568934,-108.14604349568934,-108.14604349568934,0.0,0.0,0.0,-54.09499783501501,0.0
