date,emissions_intensity
2001-03-31,0.8843420489600456
2001-06-30,0.8830258739211391
2001-09-30,0.8704263999013346
2001-12-31,0.8536901678344307
2002-03-31,0.8452254276441025
2002-06-30,0.8833314118669231
2002-09-30,0.8989101026163562
2002-12-31,0.8852224548470066
2003-03-31,0.8884038124014152
2003-06-30,0.9457042826456525
2003-09-30,0.9156600399512804
2003-12-31,0.9077425430042897
2004-03-31,0.9025514296037761
2004-06-30,0.8589873706301533
2004-09-30,0.8559913465901678
2004-12-31,0.8461206724635317
2005-03-31,0.9067697953813436
2005-06-30,0.8713397542207789
2005-09-30,0.8673355447238406
2005-12-31,0.8566040908198884
2006-03-31,0.8615955094457582
2006-06-30,0.8607597051207461
2006-09-30,0.8608283370294242
2006-12-31,0.8526123849725569
2007-03-31,0.8540550665201715
2007-06-30,0.8827007658302047
2007-09-30,0.8749057246496614
2007-12-31,0.8732609683232598
2008-03-31,0.8768482770268
2008-06-30,0.8528983401602009
2008-09-30,0.851292534574653
2008-12-31,0.8503919108011337
2009-03-31,0.8790420508545972
2009-06-30,0.8857049215413443
2009-09-30,0.8436076130460336
2009-12-31,0.8562736295895471
2010-03-31,0.8788755217426879
2010-06-30,0.9069669513318227
2010-09-30,0.865255256711936
2010-12-31,0.8265376247622866
2011-03-31,0.8369000529922698
2011-06-30,0.8777538769675145
2011-09-30,0.8439735558533767
2011-12-31,0.8361353868452137
2012-03-31,0.7341949477724716
2012-06-30,0.7854521438335978
2012-09-30,0.7780019375938939
2012-12-31,0.7290698908818313
2013-03-31,0.7642807906433041
2013-06-30,0.7937838791007941
2013-09-30,0.77396639152363
2013-12-31,0.7444746482062811
2014-03-31,0.7966135778703879
2014-06-30,0.7489999773015931
2014-09-30,0.7436569588472606
2014-12-31,0.7363512162559284
2015-03-31,0.7500914867761008
2015-06-30,0.6962040993427159
2015-09-30,0.7259023929037509
2015-12-31,0.6452397855770321
2016-03-31,0.6923060126256179
2016-06-30,0.7209072062515935
2016-09-30,0.7464206046367143
2016-12-31,0.67366636864275
2017-03-31,0.7141897834713308
2017-06-30,0.6995443545948632
2017-09-30,0.7020279608756883
2017-12-31,0.6587107662569862
2018-03-31,0.673424277266336
2018-06-30,0.6182404625967658
2018-09-30,0.6542319437399825
2018-12-31,0.621249913463813
2019-03-31,0.6377346350241713
2019-06-30,0.5796862723370152
2019-09-30,0.6219449244293443
2019-12-31,0.5553298364695368
2020-03-31,0.5844791286246148
2020-06-30,0.5411500916965387
2020-09-30,0.6126510155201689
2020-12-31,0.6051777865087238
2021-03-31,0.6070905615213853
2021-06-30,0.5650090773825718
2021-09-30,0.6282823262624032
2021-12-31,0.5461205878428436
2022-03-31,0.5613884061452201
2022-06-30,0.5208696113626927
2022-09-30,0.567056336597737
2022-12-31,0.5029863376402693
2023-03-31,0.533027276055063
2023-06-30,0.4841176125298683
2023-09-30,0.5453997470481561
2023-12-31,0.463493615404684
2024-03-31,0.4689558958064557
2024-06-30,0.43251543356436956
2024-09-30,0.4921708611601661
2024-12-31,0.43439019347867563
