date,emissions_intensity
2001-03-31,0.39461754862029896
2001-06-30,0.19955756557200044
2001-09-30,0.27424514947293327
2001-12-31,0.2950071666364602
2002-03-31,0.2669883398331502
2002-06-30,0.26133879637914575
2002-09-30,0.2767055050901197
2002-12-31,0.2443673556487773
2003-03-31,0.28393457879689454
2003-06-30,0.22282073552284334
2003-09-30,0.3185751401388557
2003-12-31,0.34691708306004765
2004-03-31,0.2925831908344482
2004-06-30,0.2552310665785883
2004-09-30,0.3215174794619163
2004-12-31,0.307327433331316
2005-03-31,0.30226410423536715
2005-06-30,0.34247487602208954
2005-09-30,0.3205252043021214
2005-12-31,0.28610045202184287
2006-03-31,0.3336225119071927
2006-06-30,0.2632435340284712
2006-09-30,0.340333499165369
2006-12-31,0.3962990004937469
2007-03-31,0.2969632436672456
2007-06-30,0.2730707717418583
2007-09-30,0.3436563349399774
2007-12-31,0.31884325286732973
2008-03-31,0.35217288647534467
2008-06-30,0.30900766091067694
2008-09-30,0.3053184742030081
2008-12-31,0.31479326106265976
2009-03-31,0.3122514544822661
2009-06-30,0.27814340437999674
2009-09-30,0.22354063268577937
2009-12-31,0.3745408166724254
2010-03-31,0.28539076486629866
2010-06-30,0.24110560314835888
2010-09-30,0.3135739048633457
2010-12-31,0.24547079646409167
2011-03-31,0.3087247583466024
2011-06-30,0.30959777370708247
2011-09-30,0.2479040813089891
2011-12-31,0.25964475558733296
2012-03-31,0.27920914541587427
2012-06-30,0.18523600782211933
2012-09-30,0.28220751077600137
2012-12-31,0.25740948584064377
2013-03-31,0.27611562113375987
2013-06-30,0.10273743245973795
2013-09-30,0.1930517492474825
2013-12-31,0.17542989720019472
2014-03-31,0.2474916462166584
2014-06-30,0.1629497305717724
2014-09-30,0.16734496044422997
2014-12-31,0.17781798038149832
2015-03-31,0.27598294246245086
2015-06-30,0.1465161684143606
2015-09-30,0.18307678003814776
2015-12-31,0.20180109833916268
2016-03-31,0.11922786936108784
2016-06-30,0.13994571980977183
2016-09-30,0.19110854599508734
2016-12-31,0.1558120561686188
2017-03-31,0.09783582086364638
2017-06-30,0.15631953454041225
2017-09-30,0.14779106140926407
2017-12-31,0.11856497919508198
2018-03-31,0.13209889096931618
2018-06-30,0.11095110545350455
2018-09-30,0.17022994097368407
2018-12-31,0.10607985113777828
2019-03-31,0.10980434844183694
2019-06-30,0.09658635053472192
2019-09-30,0.1667802555279073
2019-12-31,0.13293211166343782
2020-03-31,0.09996299413308833
2020-06-30,0.1329668607740205
2020-09-30,0.15927371129501244
2020-12-31,0.1085911954779874
2021-03-31,0.14184603935519358
2021-06-30,0.12652776026534307
2021-09-30,0.1734767844488778
2021-12-31,0.15494153156428092
2022-03-31,0.15049374546276628
2022-06-30,0.07629119721883738
2022-09-30,0.14825735267799156
2022-12-31,0.1238284392240192
2023-03-31,0.14324113820568127
2023-06-30,0.056728631548742685
2023-09-30,0.13921758350808797
2023-12-31,0.11256985473675472
2024-03-31,0.11585162508689638
2024-06-30,0.05600044409717075
2024-09-30,0.12309291491750504
2024-12-31,0.09434833589865828
