date,emissions_intensity
2001-03-31,0.6456727570723649
2001-06-30,0.6835719358426267
2001-09-30,0.6876939366406616
2001-12-31,0.661106856540467
2002-03-31,0.6476987741226029
2002-06-30,0.6917666378860307
2002-09-30,0.6540827637902622
2002-12-31,0.5891414316520414
2003-03-31,0.6188337738479587
2003-06-30,0.6259380356877814
2003-09-30,0.6482615486382414
2003-12-31,0.6402319307960539
2004-03-31,0.6379139394993268
2004-06-30,0.6551309254269911
2004-09-30,0.6272385325019604
2004-12-31,0.6088637459006837
2005-03-31,0.6340506111759159
2005-06-30,0.6675812519965647
2005-09-30,0.658318870734679
2005-12-31,0.6320795568694176
2006-03-31,0.6438647300745531
2006-06-30,0.7143023207361455
2006-09-30,0.6900800346447116
2006-12-31,0.7040595134077945
2007-03-31,0.6432404984364568
2007-06-30,0.6512016089644227
2007-09-30,0.6819737501840075
2007-12-31,0.7112056376726453
2008-03-31,0.6731619631826633
2008-06-30,0.696917116565474
2008-09-30,0.6774336434192509
2008-12-31,0.633425564758548
2009-03-31,0.5661635077437148
2009-06-30,0.5935384527121718
2009-09-30,0.5701616055464283
2009-12-31,0.5308350265628977
2010-03-31,0.5721314765944739
2010-06-30,0.6077223638693542
2010-09-30,0.6423294747131254
2010-12-31,0.6013711335208095
2011-03-31,0.5688373911508223
2011-06-30,0.6686894763774637
2011-09-30,0.622222084807425
2011-12-31,0.44603975090298825
2012-03-31,0.427496900427953
2012-06-30,0.582462542046053
2012-09-30,0.5929498426315446
2012-12-31,0.6190253740865272
2013-03-31,0.4879567720107223
2013-06-30,0.5263222459352911
2013-09-30,0.5171593676445241
2013-12-31,0.4668849993171543
2014-03-31,0.5511712832191921
2014-06-30,0.6266459360475506
2014-09-30,0.574974725627168
2014-12-31,0.4321241076053327
2015-03-31,0.5295751829194296
2015-06-30,0.5450774379607138
2015-09-30,0.5830140313678791
2015-12-31,0.4380484093492516
2016-03-31,0.4784276454659065
2016-06-30,0.5613319580933505
2016-09-30,0.5895510339301058
2016-12-31,0.4717056512461638
2017-03-31,0.40892162786487574
2017-06-30,0.5452658610758508
2017-09-30,0.5102002752112766
2017-12-31,0.44526682950181196
2018-03-31,0.3816893140314349
2018-06-30,0.37464206420019863
2018-09-30,0.4166265175669452
2018-12-31,0.3632103490284042
2019-03-31,0.3210206767650554
2019-06-30,0.33147144762400366
2019-09-30,0.42536668675472494
2019-12-31,0.3489960646549323
2020-03-31,0.2596590438461354
2020-06-30,0.2716812047485697
2020-09-30,0.40464686859903354
2020-12-31,0.28666843471033465
2021-03-31,0.33922249589776854
2021-06-30,0.3810228797288626
2021-09-30,0.40413892715465416
2021-12-31,0.3088087429834012
2022-03-31,0.3017844780709988
2022-06-30,0.3225204338144254
2022-09-30,0.36300205218390486
2022-12-31,0.2616012378697433
2023-03-31,0.29064686535501294
2023-06-30,0.2836201310859237
2023-09-30,0.34259468930923803
2023-12-31,0.22244563406261755
2024-03-31,0.21649344083547004
2024-06-30,0.28093744189277087
2024-09-30,0.3179464556460826
2024-12-31,0.23091646261657003
