date,coal,natural_gas
2001-03-31,31.007,32.401
2001-06-30,25.096,42.579
2001-09-30,30.787,56.666
2001-12-31,25.08,42.255
2002-03-31,23.497,42.622
2002-06-30,20.392,47.268
2002-09-30,30.555,70.544
2002-12-31,30.171,40.83
2003-03-31,30.951,33.453
2003-06-30,17.837,37.091
2003-09-30,32.007,50.574
2003-12-31,25.78,33.643
2004-03-31,27.7263,25.23534
2004-06-30,23.75529,47.75153
2004-09-30,32.73742,53.94345
2004-12-31,28.20308,41.29083
2005-03-31,31.06797,26.91312
2005-06-30,24.96688,34.24905
2005-09-30,35.11997,59.11341
2005-12-31,33.95453,28.85125
2006-03-31,30.44575,26.90374
2006-06-30,25.29417,36.37129
2006-09-30,31.32098,58.40225
2006-12-31,28.86099,30.46385
2007-03-31,26.65487,28.79326
2007-06-30,22.6982,39.74816
2007-09-30,32.62774,62.77593
2007-12-31,29.75459,40.8069
2008-03-31,27.85114,41.98499
2008-06-30,19.23536,50.0915
2008-09-30,31.2674,58.90575
2008-12-31,19.31722,34.59602
2009-03-31,18.96191,35.88309
2009-06-30,7.34705,41.65129
2009-09-30,16.54861,57.54397
2009-12-31,16.70576,43.50352
2010-03-31,20.45108,41.72077
2010-06-30,18.49293,52.6261
2010-09-30,20.60835,71.91779
2010-12-31,12.40902,49.09102
2011-03-31,14.31278,44.15335
2011-06-30,14.25141,53.54791
2011-09-30,16.67246,65.04224
2011-12-31,4.35515,52.38754
2012-03-31,4.86553,49.30514
2012-06-30,4.8136600000000005,66.98989
2012-09-30,11.18463,83.41199
2012-12-31,4.72563,43.89907
2013-03-31,8.21387,48.06476
2013-06-30,5.34398,58.45537
2013-09-30,6.86348,75.56762
2013-12-31,5.4891,52.69213
2014-03-31,13.68878,55.47473
2014-06-30,5.27532,61.45347
2014-09-30,7.01985,82.96287
2014-12-31,4.74678,68.14375
2015-03-31,10.71725,62.74992
2015-06-30,3.79,71.64143
2015-09-30,4.35752,95.59422
2015-12-31,4.06019,74.27604
2016-03-31,4.58823,72.08434
2016-06-30,3.83539,85.30831
2016-09-30,4.9782,118.33703
2016-12-31,4.05316,71.95482
2017-03-31,4.56417,67.87742
2017-06-30,3.58135,71.86456
2017-09-30,4.24672,89.83112
2017-12-31,4.09555,64.421
2018-03-31,4.89411,60.3263
2018-06-30,3.61009,70.35342
2018-09-30,3.87834,104.92982
2018-12-31,4.3493,69.17624
2019-03-31,3.9708,67.0142
2019-06-30,3.14786,73.08919
2019-09-30,3.37713,97.21608
2019-12-31,3.28397,76.34301
2020-03-31,3.0142,54.8925
2020-06-30,2.88028,51.92096
2020-09-30,3.30448,83.1146
2020-12-31,2.94513,53.46809
2021-03-31,3.47407,43.80163
2021-06-30,2.43538,54.77897
2021-09-30,4.27099,78.82997
2021-12-31,2.4056800000000003,61.35307
2022-03-31,-1.2214537296954937,64.3895931604994
2022-06-30,-5.642349106036942,72.37632963676973
2022-09-30,-0.7853462773290616,92.99176368880474
2022-12-31,-3.923128267283349,70.52820355402162
2023-03-31,-2.164068104831763,66.49212800079509
2023-06-30,-7.215009320843709,73.61058512576139
2023-09-30,-2.357776283402007,94.33762359215424
2023-12-31,-5.748201372734844,74.52607448333472
2024-03-31,-5.8856408066038455,65.69032159084199
2024-06-30,-9.17956737810484,76.25461598363182
2024-09-30,-3.799798697106521,95.3477187214332
2024-12-31,-7.270014778726345,66.9166161886237
