date,coal,natural_gas
2001-03-31,46.987,0.547
2001-06-30,34.167,0.19
2001-09-30,50.515,0.214
2001-12-31,50.062,0.466
2002-03-31,43.283,0.341
2002-06-30,36.105,0.356
2002-09-30,43.523,0.403
2002-12-31,42.011,0.192
2003-03-31,47.389,0.284
2003-06-30,38.141,0.242
2003-09-30,50.948,0.268
2003-12-31,51.102,0.297
2004-03-31,52.68448,0.5864100000000001
2004-06-30,37.89287,0.5864100000000001
2004-09-30,48.44038,0.5864100000000001
2004-12-31,53.27142,0.5864100000000001
2005-03-31,48.1565,0.3874
2005-06-30,46.19157,0.46158
2005-09-30,50.85606,0.7183200000000001
2005-12-31,50.34686,0.36162
2006-03-31,49.82646,0.39819
2006-06-30,37.43119,0.44132
2006-09-30,51.88485,0.8088500000000001
2006-12-31,51.34325,0.5685300000000001
2007-03-31,51.53373,0.41391
2007-06-30,42.08379,0.51161
2007-09-30,54.31205,0.47238
2007-12-31,52.88671,0.50736
2008-03-31,55.09171,0.39233
2008-06-30,41.32019,0.38026
2008-09-30,50.30282,0.32754
2008-12-31,54.87679,0.31512
2009-03-31,54.12226,0.30763
2009-06-30,29.13128,0.22879
2009-09-30,39.25884,0.35153
2009-12-31,49.1717,0.28395
2010-03-31,53.60266,0.0
2010-06-30,42.8499,0.0
2010-09-30,54.00268,0.0
2010-12-31,51.58904,0.0
2011-03-31,44.83032,0.40153
2011-06-30,20.26742,1.02361
2011-09-30,46.16917,1.94969
2011-12-31,53.2816,1.38134
2012-03-31,44.43584,1.15725
2012-06-30,16.01144,1.36369
2012-09-30,42.04852,1.91655
2012-12-31,51.21229,1.06579
2013-03-31,52.0906,1.95531
2013-06-30,35.68958,1.7237300000000002
2013-09-30,37.32225,2.04392
2013-12-31,37.28675,1.71086
2014-03-31,42.88531,2.30329
2014-06-30,28.2225,1.36193
2014-09-30,50.81989,0.9179
2014-12-31,49.17636,1.48522
2015-03-31,40.68612,2.59186
2015-06-30,38.12033,1.05305
2015-09-30,48.50485,1.12413
2015-12-31,46.76526,1.93682
2016-03-31,40.37765,1.25425
2016-06-30,24.18497,1.58003
2016-09-30,48.96984,2.00788
2016-12-31,44.37619,1.18145
2017-03-31,39.19933,1.24813
2017-06-30,24.60711,0.96469
2017-09-30,44.70556,1.75817
2017-12-31,43.80282,1.39152
2018-03-31,43.94585,1.22284
2018-06-30,24.41458,1.05033
2018-09-30,33.6588,1.70742
2018-12-31,47.89731,1.98873
2019-03-31,46.66761,1.82968
2019-06-30,23.84123,0.90663
2019-09-30,45.96784,1.70862
2019-12-31,40.65497,1.67884
2020-03-31,31.30706,1.04389
2020-06-30,17.70342,0.75134
2020-09-30,25.27932,1.01243
2020-12-31,22.69815,1.22022
2021-03-31,33.03054,1.00283
2021-06-30,17.9125,1.10049
2021-09-30,31.4941,1.91441
2021-12-31,32.71911,1.72202
2022-03-31,36.47750855019932,1.7866135411574415
2022-06-30,22.703267243720987,1.5585617558965528
2022-09-30,36.58364611436125,1.8441054499222225
2022-12-31,37.58128142656141,1.826018194680521
2023-03-31,35.834174094734664,1.9508808372581588
2023-06-30,22.871296863428327,1.593816130601532
2023-09-30,37.96687585199575,1.8882323849048592
2023-12-31,37.98695050511708,1.997501243652173
2024-03-31,34.28642716758675,1.7584419157520457
2024-06-30,17.684870488605153,1.785313357107565
2024-09-30,31.101485234801,2.058083349801112
2024-12-31,33.36150988205844,1.772546252580248
