date,Fuel_Consumption_BTU
2001-03-31,184.608
2001-06-30,178.258
2001-09-30,210.016
2001-12-31,166.617
2002-03-31,177.437
2002-06-30,172.827
2002-09-30,219.733
2002-12-31,186.196
2003-03-31,201.684
2003-06-30,165.388
2003-09-30,209.485
2003-12-31,180.191
2004-03-31,209.68076
2004-06-30,187.1693
2004-09-30,194.7362
2004-12-31,170.39657
2005-03-31,190.51155
2005-06-30,181.90168
2005-09-30,232.31776
2005-12-31,191.70324
2006-03-31,183.78619
2006-06-30,192.69963
2006-09-30,214.44074
2006-12-31,175.15365
2007-03-31,197.42294
2007-06-30,200.6738
2007-09-30,222.13564
2007-12-31,197.37716
2008-03-31,202.29828
2008-06-30,199.82859
2008-09-30,208.86461
2008-12-31,169.03994
2009-03-31,174.10048
2009-06-30,153.22092
2009-09-30,178.53939
2009-12-31,161.27465
2010-03-31,193.79493
2010-06-30,175.56204
2010-09-30,204.90364
2010-12-31,163.35039
2011-03-31,165.67664
2011-06-30,161.38969
2011-09-30,178.73454
2011-12-31,110.02384
2012-03-31,118.13964
2012-06-30,132.36441
2012-09-30,154.96966
2012-12-31,122.80191
2013-03-31,122.42837
2013-06-30,111.05779
2013-09-30,139.97434
2013-12-31,113.08088
2014-03-31,158.73067
2014-06-30,112.55179
2014-09-30,123.60695
2014-12-31,101.64646
2015-03-31,124.48405
2015-06-30,93.0248
2015-09-30,128.96084
2015-12-31,55.86737
2016-03-31,79.9222
2016-06-30,76.2789
2016-09-30,144.92685
2016-12-31,77.47482
2017-03-31,75.48367
2017-06-30,86.07864
2017-09-30,117.51746
2017-12-31,68.1628
2018-03-31,85.39753
2018-06-30,83.06701
2018-09-30,92.46496
2018-12-31,61.96895
2019-03-31,55.28025
2019-06-30,72.69647
2019-09-30,121.27043
2019-12-31,67.46583
2020-03-31,33.89171
2020-06-30,43.03144
2020-09-30,96.21817
2020-12-31,49.24685
2021-03-31,68.17996
2021-06-30,58.85646
2021-09-30,73.94523
2021-12-31,19.84659
