date,Fuel_Consumption_BTU
2001-03-31,44.388
2001-06-30,41.414
2001-09-30,49.165
2001-12-31,48.715
2002-03-31,42.45
2002-06-30,35.292
2002-09-30,40.807
2002-12-31,41.947
2003-03-31,44.664
2003-06-30,35.559
2003-09-30,45.026
2003-12-31,52.06
2004-03-31,45.57241
2004-06-30,42.19088
2004-09-30,49.67545
2004-12-31,51.29457
2005-03-31,47.3648
2005-06-30,43.36507
2005-09-30,50.46515
2005-12-31,51.99211
2006-03-31,20.42575
2006-06-30,15.07341
2006-09-30,21.68106
2006-12-31,22.34111
2007-03-31,19.67122
2007-06-30,14.92062
2007-09-30,22.27914
2007-12-31,21.33053
2008-03-31,19.45929
2008-06-30,15.28974
2008-09-30,25.89559
2008-12-31,23.59479
2009-03-31,22.01422
2009-06-30,16.47934
2009-09-30,19.89692
2009-12-31,22.02805
2010-03-31,20.49409
2010-06-30,15.48071
2010-09-30,22.68395
2010-12-31,17.37733
2011-03-31,12.20802
2011-06-30,11.01462
2011-09-30,19.66827
2011-12-31,17.31073
2012-03-31,7.73598
2012-06-30,4.07485
2012-09-30,18.04049
2012-12-31,16.07698
2013-03-31,13.14453
2013-06-30,14.3198
2013-09-30,17.79782
2013-12-31,11.99288
2014-03-31,20.74249
2014-06-30,18.69212
2014-09-30,19.99565
2014-12-31,12.47995
2015-03-31,6.04169
2015-06-30,4.76175
2015-09-30,12.51961
2015-12-31,6.49253
2016-03-31,4.62098
2016-06-30,4.06668
2016-09-30,12.49438
2016-12-31,3.13797
2017-03-31,5.76764
2017-06-30,3.77096
2017-09-30,9.48994
2017-12-31,2.46647
2018-03-31,2.68552
2018-06-30,4.692
2018-09-30,11.58306
2018-12-31,9.18811
2019-03-31,9.93335
2019-06-30,4.34304
2019-09-30,9.00391
2019-12-31,7.21796
2020-03-31,3.96985
2020-06-30,4.34244
2020-09-30,9.03277
2020-12-31,4.53402
2021-03-31,2.84313
2021-06-30,6.90486
2021-09-30,10.34916
2021-12-31,10.16933
