date,Fuel_Consumption_BTU
2001-03-31,10.996
2001-06-30,9.878
2001-09-30,10.312
2001-12-31,8.704
2002-03-31,9.356
2002-06-30,8.69
2002-09-30,7.502
2002-12-31,8.557
2003-03-31,11.097
2003-06-30,10.706
2003-09-30,10.473
2003-12-31,9.488
2004-03-31,11.79217
2004-06-30,10.51887
2004-09-30,11.05174
2004-12-31,10.53407
2005-03-31,11.34468
2005-06-30,10.76083
2005-09-30,10.69263
2005-12-31,9.07862
2006-03-31,11.95658
2006-06-30,11.26812
2006-09-30,11.91813
2006-12-31,10.48657
2007-03-31,11.70775
2007-06-30,10.65445
2007-09-30,11.52154
2007-12-31,5.96212
2008-03-31,11.65398
2008-06-30,10.18275
2008-09-30,12.10239
2008-12-31,11.24851
2009-03-31,8.44467
2009-06-30,4.27659
2009-09-30,5.39899
2009-12-31,8.14485
2010-03-31,7.48578
2010-06-30,6.43559
2010-09-30,9.03699
2010-12-31,5.75275
2011-03-31,2.98336
2011-06-30,0.63817
2011-09-30,2.45978
2011-12-31,0.0
2012-03-31,2.32625
2012-06-30,1.99315
2012-09-30,2.51672
2012-12-31,2.45398
2013-03-31,3.48774
2013-06-30,0.27991
2013-09-30,1.13234
2013-12-31,2.77951
2014-03-31,6.58108
2014-06-30,0.46018
2014-09-30,0.60816
2014-12-31,1.44751
2015-03-31,6.12145
2015-06-30,0.04715
2015-09-30,0.2473
2015-12-31,0.12003
2016-03-31,0.70027
2016-06-30,0.0
2016-09-30,0.63187
2016-12-31,1.00811
2017-03-31,0.98277
2017-06-30,0.15639
2017-09-30,0.19234
2017-12-31,1.17546
2018-03-31,2.11236
2018-06-30,0.55316
2018-09-30,0.39762
2018-12-31,0.96021
2019-03-31,0.83508
2019-06-30,0.0
2019-09-30,0.03183
2019-12-31,0.0
2020-03-31,0.0
2020-06-30,0.0
2020-09-30,0.03586
2020-12-31,0.03086
2021-03-31,2.87962
2021-06-30,0.0
2021-09-30,0.0
2021-12-31,0.0
