date,Fuel_Consumption_BTU
2001-03-31,6.264
2001-06-30,5.472
2001-09-30,14.654
2001-12-31,12.897
2002-03-31,15.356
2002-06-30,17.688
2002-09-30,26.458
2002-12-31,15.285
2003-03-31,10.011
2003-06-30,10.808
2003-09-30,13.825
2003-12-31,12.883
2004-03-31,11.94467
2004-06-30,16.67492
2004-09-30,20.64579
2004-12-31,13.2681
2005-03-31,14.14043
2005-06-30,18.91766
2005-09-30,19.90287
2005-12-31,13.93545
2006-03-31,17.70852
2006-06-30,20.75763
2006-09-30,24.50864
2006-12-31,19.1719
2007-03-31,17.38339
2007-06-30,19.58112
2007-09-30,24.93832
2007-12-31,18.40369
2008-03-31,14.08066
2008-06-30,15.85218
2008-09-30,19.42635
2008-12-31,16.25995
2009-03-31,17.67359
2009-06-30,15.41103
2009-09-30,24.20009
2009-12-31,20.2987
2010-03-31,18.03413
2010-06-30,20.02671
2010-09-30,29.92572
2010-12-31,24.35531
2011-03-31,24.53412
2011-06-30,26.24043
2011-09-30,36.37044
2011-12-31,31.2496
2012-03-31,26.67188
2012-06-30,26.69022
2012-09-30,39.73859
2012-12-31,34.92381
2013-03-31,30.16079
2013-06-30,30.58575
2013-09-30,35.21904
2013-12-31,28.53502
2014-03-31,22.9401
2014-06-30,29.48688
2014-09-30,34.46347
2014-12-31,29.19828
2015-03-31,30.35306
2015-06-30,30.6478
2015-09-30,39.07371
2015-12-31,35.37854
2016-03-31,32.83515
2016-06-30,34.68084
2016-09-30,38.14493
2016-12-31,32.66233
2017-03-31,30.94038
2017-06-30,25.13442
2017-09-30,34.23134
2017-12-31,34.62358
2018-03-31,32.36882
2018-06-30,32.77226
2018-09-30,46.7018
2018-12-31,41.78203
2019-03-31,35.58725
2019-06-30,36.94498
2019-09-30,48.61624
2019-12-31,40.52507
2020-03-31,42.20588
2020-06-30,40.95847
2020-09-30,51.39258
2020-12-31,40.68717
2021-03-31,42.30064
2021-06-30,41.32792
2021-09-30,51.65374
2021-12-31,46.91334
