date,Fuel_Consumption_BTU
2001-03-31,1.581
2001-06-30,2.381
2001-09-30,4.674
2001-12-31,2.057
2002-03-31,1.863
2002-06-30,2.174
2002-09-30,3.249
2002-12-31,2.298
2003-03-31,3.645
2003-06-30,2.351
2003-09-30,3.237
2003-12-31,1.583
2004-03-31,1.67196
2004-06-30,1.80231
2004-09-30,1.42499
2004-12-31,1.1607
2005-03-31,1.02287
2005-06-30,1.36364
2005-09-30,5.1382
2005-12-31,0.90114
2006-03-31,0.98253
2006-06-30,2.23904
2006-09-30,5.72572
2006-12-31,1.72838
2007-03-31,1.5973
2007-06-30,1.22664
2007-09-30,6.06439
2007-12-31,1.75174
2008-03-31,1.90899
2008-06-30,1.50478
2008-09-30,2.50844
2008-12-31,0.9322
2009-03-31,1.63686
2009-06-30,1.93733
2009-09-30,1.48944
2009-12-31,1.28129
2010-03-31,2.1697
2010-06-30,3.89618
2010-09-30,10.91822
2010-12-31,8.72675
2011-03-31,4.24493
2011-06-30,11.40202
2011-09-30,8.8747
2011-12-31,6.56514
2012-03-31,10.56454
2012-06-30,20.02435
2012-09-30,22.96919
2012-12-31,14.66888
2013-03-31,14.88993
2013-06-30,6.17321
2013-09-30,11.92789
2013-12-31,9.57937
2014-03-31,10.68249
2014-06-30,14.30262
2014-09-30,15.94944
2014-12-31,12.03867
2015-03-31,19.10332
2015-06-30,20.9947
2015-09-30,23.09658
2015-12-31,19.59613
2016-03-31,22.90657
2016-06-30,24.41295
2016-09-30,34.0457
2016-12-31,23.23455
2017-03-31,24.99757
2017-06-30,22.07199
2017-09-30,27.34829
2017-12-31,23.14907
2018-03-31,28.60726
2018-06-30,25.87624
2018-09-30,41.09347
2018-12-31,32.39107
2019-03-31,38.89387
2019-06-30,34.80974
2019-09-30,45.08224
2019-12-31,35.14644
2020-03-31,38.06225
2020-06-30,30.64616
2020-09-30,40.34234
2020-12-31,33.99649
2021-03-31,35.03774
2021-06-30,30.2155
2021-09-30,43.87557
2021-12-31,27.84006
