date,coal,natural_gas
2001-03-31,229.336,8.501
2001-06-30,217.389,13.021
2001-09-30,262.982,26.025
2001-12-31,213.113,12.288
2002-03-31,219.836,14.522
2002-06-30,220.897,25.204
2002-09-30,274.23,51.199
2002-12-31,234.492,9.097
2003-03-31,241.999,12.202
2003-06-30,207.876,10.369
2003-09-30,267.602,21.806
2003-12-31,242.787,8.19
2004-03-31,262.88133,9.57503
2004-06-30,234.75484,14.39991
2004-09-30,272.01171,17.91727
2004-12-31,262.81286,5.94436
2005-03-31,251.11415,11.55612
2005-06-30,229.52367,20.23229
2005-09-30,279.36647,36.0877
2005-12-31,254.61693,9.27518
2006-03-31,256.93406,6.69858
2006-06-30,220.41221,13.81636
2006-09-30,274.12421,28.43475
2006-12-31,261.15558,9.13003
2007-03-31,277.77428,14.28608
2007-06-30,233.67687,18.19748
2007-09-30,282.51426,35.89397
2007-12-31,258.55363,14.5196
2008-03-31,276.32382,12.36068
2008-06-30,241.19391,11.19525
2008-09-30,287.01308,19.67459
2008-12-31,264.95074,9.45287
2009-03-31,239.70166,13.1886
2009-06-30,232.37509,14.34892
2009-09-30,259.48665,15.80962
2009-12-31,262.16152,6.14915
2010-03-31,273.02699,8.90899
2010-06-30,220.73907,13.84575
2010-09-30,275.4438,32.30603
2010-12-31,260.72724,7.73707
2011-03-31,257.95486,10.76548
2011-06-30,229.65423,16.19155
2011-09-30,272.71603,30.36423
2011-12-31,243.55754,8.31408
2012-03-31,222.25595,22.57375
2012-06-30,207.33418,32.88422
2012-09-30,250.5669,44.25503
2012-12-31,234.69503,12.76318
2013-03-31,249.99616,16.48295
2013-06-30,213.95734,16.87691
2013-09-30,261.64328,27.4738
2013-12-31,248.37669,10.98146
2014-03-31,261.42727,13.19285
2014-06-30,213.21314,15.9358
2014-09-30,250.29949,17.5712
2014-12-31,242.53609,14.73363
2015-03-31,234.21382,20.95007
2015-06-30,188.47746,20.63844
2015-09-30,231.56807,31.99354
2015-12-31,165.27698,26.88149
2016-03-31,151.13404,34.62539
2016-06-30,156.53746,37.45201
2016-09-30,207.32132,62.21839
2016-12-31,155.02353,33.19385
2017-03-31,162.34951,32.93342
2017-06-30,150.02714,40.51896
2017-09-30,178.77193,58.10155
2017-12-31,163.95602,34.55855
2018-03-31,175.34139,33.86354
2018-06-30,154.30309,38.29835
2018-09-30,194.57602,58.06437
2018-12-31,150.35357,31.16421
2019-03-31,169.42292,36.40668
2019-06-30,117.3064,43.78291
2019-09-30,150.71415,67.75395
2019-12-31,122.34037,45.09693
2020-03-31,81.20845,71.82029
2020-06-30,69.95985,59.12437
2020-09-30,112.02702,81.51091
2020-12-31,96.92396,44.55963
2021-03-31,119.00495,48.67722
2021-06-30,121.94933,51.11951
2021-09-30,150.7669,79.26699
2021-12-31,105.1983,61.81632
2022-03-31,104.29357927807314,55.53693055994873
2022-06-30,73.26261654412451,60.481515564980384
2022-09-30,114.10806586963632,76.43229012994708
2022-12-31,85.04536151454943,57.585594505354265
2023-03-31,98.44018614291508,58.24680710576854
2023-06-30,55.189840447211054,63.175128892243166
2023-09-30,99.68742740228195,79.99030918381334
2023-12-31,64.06873560846782,62.40786033287208
2024-03-31,49.85312965394337,71.67565839478344
2024-06-30,33.67584916332521,74.22862954900569
2024-09-30,73.73757055611452,89.09597741234894
2024-12-31,48.905652786526616,66.9436397299222
