date,Fuel_Consumption_BTU
2001-03-31,5094.001
2001-06-30,4822.768
2001-09-30,5521.643
2001-12-31,4793.884
2002-03-31,4826.983
2002-06-30,4849.09
2002-09-30,5613.788
2002-12-31,5128.113
2003-03-31,5165.455
2003-06-30,4795.752
2003-09-30,5631.662
2003-12-31,5190.709
2004-03-31,5232.25956
2004-06-30,4940.39556
2004-09-30,5562.14218
2004-12-31,5205.45018
2005-03-31,5245.87732
2005-06-30,4989.7281
2005-09-30,5821.76354
2005-12-31,5293.01296
2006-03-31,5161.87721
2006-06-30,4955.86241
2006-09-30,5727.96973
2006-12-31,5214.26242
2007-03-31,5272.30868
2007-06-30,5052.29471
2007-09-30,5794.49558
2007-12-31,5244.489
2008-03-31,5389.91527
2008-06-30,5020.75184
2008-09-30,5628.72125
2008-12-31,5012.31782
2009-03-31,4758.25917
2009-06-30,4335.29253
2009-09-30,4893.77179
2009-12-31,4715.96058
2010-03-31,4997.83174
2010-06-30,4654.2062
2010-09-30,5411.55589
2010-12-31,4623.65234
2011-03-31,4725.4398
2011-06-30,4490.46457
2011-09-30,5235.16419
2011-12-31,4103.05116
2012-03-31,3765.17108
2012-06-30,3704.01563
2012-09-30,4715.29448
2012-12-31,4103.58223
2013-03-31,4186.61997
2013-06-30,3960.13398
2013-09-30,4659.39304
2013-12-31,4104.42944
2014-03-31,4639.26141
2014-06-30,3899.21929
2014-09-30,4530.93677
2014-12-31,3794.13659
2015-03-31,3925.90757
2015-06-30,3429.95087
2015-09-30,4203.26107
2015-12-31,2965.65374
2016-03-31,3020.15903
2016-06-30,2916.52809
2016-09-30,4126.18515
2016-12-31,3259.40866
2017-03-31,3123.59313
2017-06-30,3015.64552
2017-09-30,3686.82965
2017-12-31,3077.97956
2018-03-31,3029.83117
2018-06-30,2797.01393
2018-09-30,3499.91871
2018-12-31,2988.95622
2019-03-31,2797.97279
2019-06-30,2280.5883
2019-09-30,3012.75371
2019-12-31,2322.24509
2020-03-31,1885.53545
2020-06-30,1684.74493
2020-09-30,2697.66732
2020-12-31,2164.26611
2021-03-31,2495.86182
2021-06-30,2219.78428
2021-09-30,3028.31188
2021-12-31,1962.61153
