date,Fuel_Consumption_BTU
2001-03-31,1389.458
2001-06-30,1687.796
2001-09-30,2263.811
2001-12-31,1586.655
2002-03-31,1500.851
2002-06-30,1721.565
2002-09-30,2413.385
2002-12-31,1499.777
2003-03-31,1415.21
2003-06-30,1516.311
2003-09-30,2149.861
2003-12-31,1417.166
2004-03-31,1462.04229
2004-06-30,1741.0519
2004-09-30,2157.8775
2004-12-31,1551.68926
2005-03-31,1420.71657
2005-06-30,1745.94423
2005-09-30,2544.26966
2005-12-31,1509.58993
2006-03-31,1390.52253
2006-06-30,1897.2815
2006-09-30,2642.79488
2006-12-31,1681.90099
2007-03-31,1605.31826
2007-06-30,1906.4778
2007-09-30,2789.4226
2007-12-31,1880.76775
2008-03-31,1738.24419
2008-06-30,1910.27142
2008-09-30,2480.45849
2008-12-31,1772.01146
2009-03-31,1734.95193
2009-06-30,1906.44282
2009-09-30,2665.1506
2009-12-31,1831.83975
2010-03-31,1795.58871
2010-06-30,2044.47402
2010-09-30,2899.25055
2010-12-31,1954.87256
2011-03-31,1815.16839
2011-06-30,2115.02856
2011-09-30,2919.9452
2011-12-31,2063.17262
2012-03-31,2317.42317
2012-06-30,2777.65699
2012-09-30,3302.20852
2012-12-31,2208.37264
2013-03-31,2169.50142
2013-06-30,2281.53224
2013-09-30,2976.23077
2013-12-31,2291.60707
2014-03-31,2149.55578
2014-06-30,2278.27206
2014-09-30,2927.0308
2014-12-31,2332.43877
2015-03-31,2468.34922
2015-06-30,2691.58201
2015-09-30,3439.35165
2015-12-31,2727.2807
2016-03-31,2622.59048
2016-06-30,2909.03953
2016-09-30,3684.51074
2016-12-31,2488.08365
2017-03-31,2323.46715
2017-06-30,2598.49924
2017-09-30,3441.23531
2017-12-31,2669.17379
2018-03-31,2672.61641
2018-06-30,2941.88234
2018-09-30,3944.15997
2018-12-31,2875.5644
2019-03-31,2908.36434
2019-06-30,3018.04701
2019-09-30,4143.23729
2019-12-31,3160.25269
2020-03-31,3283.37912
2020-06-30,3124.60906
2020-09-30,4149.46793
2020-12-31,3086.96873
2021-03-31,2872.39718
2021-06-30,3106.93537
2021-09-30,3996.46011
2021-12-31,3194.652
