date,coal,natural_gas,nuclear,hydro,wind,solar_all,other,all_sources
2001-03-31,9345.144909999999,1704.887898,99.752458,39.099984,0.0,0.0,0.044268,11188.929518
2001-06-30,10608.982756,2394.867237,88.766977,43.40242200000001,0.0,0.0,0.313906,13136.333297999998
2001-09-30,10484.581012,2228.5370635,103.65314700000002,41.580189,0.0,0.0,0.4994719999999999,12858.850883500001
2001-12-31,9987.434194,1609.2830235,81.24040600000001,36.012269999999994,0.0,0.0,0.349742,11714.3196355
2002-03-31,9064.674117999999,1473.271144,100.81264700000001,43.800875999999995,0.0,0.0,1.0005560000000002,10683.559341
2002-06-30,9630.572871999999,1863.3265175,100.18810099999999,44.594570999999995,0.0,0.0,0.855073,11639.537134499999
2002-09-30,9853.999743999999,3373.632627,106.61582100000001,41.331444000000005,0.0,0.0,1.247161,13376.826796999998
2002-12-31,10160.469713999999,2415.96557,93.588274,26.243868000000003,0.0,0.0,1.270039,12697.537465
2003-03-31,8825.890042,1822.2103500000003,103.02507800000001,35.338443,0.0,0.0,0.22338600000000003,10786.687299000001
2003-06-30,9240.08521,1900.0482310000002,91.55516499999999,43.061172000000006,0.0,0.0,0.43046599999999996,11275.180244
2003-09-30,10552.541752,4526.670285499999,99.62888000000001,39.524583,0.0,0.0,24.764784,15243.1302845
2003-12-31,10167.1376,2219.24434,77.344566,30.650466,0.0,0.0,17.468903,12511.845874999999
2004-03-31,9721.8774086,2885.701273175,95.957004,42.37914576,0.0,0.0,10.87198675,12756.786818285
2004-06-30,9984.96398388,4005.704242465,83.07608400000001,41.12936373,0.0,0.0,11.25290917,14126.126583244999
2004-09-30,10739.64014816,5227.677767980001,105.610687,38.048092530000005,0.0,0.0,11.22492702,16122.201622690001
2004-12-31,10104.9091565,2946.650364265,80.820142,24.87948498,0.0,0.0,10.408143050000001,13167.667290795
2005-03-31,8887.837653659999,2014.3984134850002,100.381437,27.17887242,0.0,0.0,0.46550933,11030.261885894999
2005-06-30,10173.507887599999,3160.931655545,72.335965,38.837740409999995,0.0,0.0,0.47324042,13446.086488975
2005-09-30,11052.63669484,5339.96932783,95.898686,36.80147478000001,0.0,0.0,0.47980528999999994,16525.78598874
2005-12-31,10696.213185,3411.33185612,66.88071000000001,31.7932608,0.0,0.0,0.45426407999999996,14206.673275999998
2006-03-31,9921.521517379999,2522.655299345,76.840543,34.71636189,0.0,0.0,0.44424023,12556.177961844998
2006-06-30,9964.599790359998,3633.3260496,53.497586999999996,40.75584618,0.0,0.0,0.25493438999999996,13692.434207529997
2006-09-30,11268.957046799998,5669.536869985,98.378605,37.14927762,0.0,0.0,0.27736660999999996,17074.299166015
2006-12-31,10036.398927639999,4006.49709292,83.44226800000001,30.02949831,0.0,0.0,0.27689262,14156.644679489998
2007-03-31,10143.65017368,2556.8268924199997,102.715405,29.328340230000002,0.0,0.0,0.23247705999999999,12832.753288390002
2007-06-30,10559.805562939999,4373.668327205,82.45659500000001,38.982767249999995,0.0,0.0,0.26598093,15055.179233325
2007-09-30,10848.19203724,6703.22891371,99.09855800000001,37.62044412,0.0,0.0,0.24720144,17688.38715451
2007-12-31,10346.0431782,4368.41349481,63.900525,32.619539190000005,0.0,0.0,0.27702685000000005,14811.25376405
2008-03-31,10648.484816219998,3544.5599291949998,103.41489600000001,39.415821689999994,0.0,0.0,0.17233427,14336.047797374998
2008-06-30,10756.463305419999,4356.062269825,82.91838100000001,42.83726937,0.0,0.0,0.50603036,15238.787255975
2008-09-30,11910.90792478,6516.539821550001,109.65132100000001,38.825519250000006,0.0,0.0,1.20719084,18577.13177742
2008-12-31,10730.106142359999,3886.0326272499997,84.27184999999999,31.925331899999996,0.0,0.0,1.18139388,14733.517345389999
2009-03-31,9331.977845,2614.5746635749997,111.35200700000001,37.24733165999999,0.0,0.0,1.0444461099999998,12096.196293345
2009-06-30,9088.84738358,3898.72261977,89.966656,35.1064035,0.0,0.0,1.14989757,13113.79296042
2009-09-30,10669.0012135,6734.312309575,113.639708,33.88542906,0.0,0.0,1.4266872700000002,17552.265347404995
2009-12-31,10775.03552398,3490.5463879,83.645692,28.73508078,0.384085,0.0,1.3451132499999998,14379.691882909998
2010-03-31,10212.23878528,2045.8023179850002,105.648413,31.20449409,0.362713,0.0,1.38116532,12396.637888675
2010-06-30,10694.784088699998,3095.6676080400002,89.83882700000001,35.59584735,0.571337,0.0,1.48766551,13917.945373599996
