date,coal,natural_gas,nuclear,hydro,wind,solar_all,other,all_sources
2001-03-31,8523.652614,174.4442645,32.826001000000005,0.0,0.0,0.0,0.0,8730.9228795
2001-06-30,8166.644715999999,264.8411665,33.635901,0.022785,0.0,0.0,0.0,8465.144568499998
2001-09-30,9209.41016,859.498561,33.824037000000004,0.059135999999999994,0.0,0.0,0.0,10102.791894
2001-12-31,8180.8640719999985,212.024459,34.220524,0.45488100000000004,0.517816,0.0,0.0,8428.081751999998
2002-03-31,8832.225161999999,195.4800295,29.855384,0.080178,1.817426,0.0,0.0,9059.4581795
2002-06-30,9071.961962,275.30929649999996,19.69409,0.077637,1.760109,0.0,0.0,9368.803094500001
2002-09-30,10147.407551999999,680.6561260000001,33.763483,0.05625900000000001,1.2746370000000002,0.0,0.0,10863.158057
2002-12-31,9588.004469999998,130.3395845,34.229169,0.05357100000000001,1.214655,0.0,0.0,9753.841449499998
2003-03-31,8994.004197999999,168.818858,32.731881,0.065415,1.193036,0.0,0.0,9196.813387999999
2003-06-30,8738.917268,169.831732,33.634731,0.06302100000000001,1.219023,0.0,0.0,8943.665775
2003-09-30,9857.868498,451.69018200000005,32.847906,0.07261800000000002,1.152866,0.0,0.0,10343.632070000001
2003-12-31,9877.098688,138.128807,16.351153,0.060122999999999996,1.1922819999999998,0.0,0.0,10032.831052999998
2004-03-31,9040.140328959998,81.347962915,32.333223,0.057393,1.19258295,0.0,0.0,9155.071490824997
2004-06-30,8942.657584519999,165.19539161999998,33.55027,0.091413,1.33161808,0.0,0.0,9142.826277219998
2004-09-30,9649.36697902,316.046053045,32.366958000000004,0.061592999999999995,1.0416497000000002,0.0,0.0,9998.883232765002
2004-12-31,9334.04608002,96.33763757500002,33.475117,0.053088,1.0963712500000002,0.0,0.0,9465.008293845
2005-03-31,8965.76416864,153.57448502,28.853214,0.068187,0.9084009999999999,0.0,0.0,9149.168455660003
2005-06-30,8737.183428,259.56252509999996,18.006027,0.066381,1.3168870000000001,0.0,0.0,9016.135248100001
2005-09-30,9961.599835019999,419.32477549,33.644065000000005,0.063042,1.09954,0.0,0.0,10415.731257509999
2005-12-31,8756.29970716,177.67357423,34.168979,0.040466999999999996,2.210871,0.0,0.0,8970.393598390001
2006-03-31,7414.864581939999,170.89224917,33.465198,0.048426000000000004,3.243643,0.0,0.0,7622.5140981099985
2006-06-30,7475.347910279999,384.876854175,33.614867,0.055418999999999996,3.0190810000000003,0.0,0.0,7896.914131455
2006-09-30,10145.00505788,726.45495634,33.634094,0.063903,2.5324780000000002,0.0,0.0,10907.690489219998
2006-12-31,9806.849872699999,224.290038055,20.839338,0.034881,4.099368,0.0,0.0,10056.113497754997
2007-03-31,9564.804597299999,152.62807587499998,33.426094,0.05497799999999999,3.9371150000000004,0.0,0.0,9754.850860175
2007-06-30,8728.49284434,294.292791685,33.600125,0.05363400000000001,3.4538010000000003,0.0,0.0,9059.893196025001
2007-09-30,10210.86588936,858.0229117700001,33.603804,0.073416,3.323502,0.0,0.0,11105.88952313
2007-12-31,9451.12584558,238.38208588499998,34.168744999999994,0.038493,4.268576,0.0,0.0,9727.983745465
2008-03-31,9437.84405874,188.45315098,26.135291,0.05217072,5.29741862,0.0,0.0,9657.782090060002
2008-06-30,7922.980387680001,361.55293835000003,16.583632,0.05943882000000001,6.16048745,0.0,0.0,8307.336884300003
2008-09-30,9725.27693092,664.871414815,33.58958199999999,0.06723296999999999,4.557011940000001,0.0,0.0,10428.362172644998
2008-12-31,8654.96927246,381.53820298000005,34.154575,0.04321149,6.85743669,0.0,0.0,9077.56269862
2009-03-31,8647.05069452,331.49102071000004,33.219563,0.04718742,9.266871380000001,0.0,0.0,9021.075337029999
2009-06-30,8000.3260222,494.70810237000006,31.849103,0.07389228,9.10825032,0.0,0.0,8536.06537017
2009-09-30,8736.113338539999,758.068953085,31.440565000000003,0.07997241,7.18744,0.0,0.0,9532.890269034999
2009-12-31,8974.07975092,330.492598855,17.481893,0.06770609999999999,11.65990358,0.0,0.0,9333.781852455002
2010-03-31,8869.692200579999,263.42204300500003,30.421196,0.05133408,10.29924844,0.0,0.35166865,9174.237690755
2010-06-30,8392.891710099999,376.567952655,33.576439,0.058712850000000004,12.06535473,0.0,0.4160696,8815.576238934998
2010-09-30,9620.511446039998,824.346103705,33.499309999999994,0.08739339000000002,10.28666093,0.0,0.46425289999999997,10489.195166964997
2010-12-31,7828.545248579999,204.94713618000003,26.727311,0.08005346999999999,11.61457492,0.0,0.45087578,8072.365199929999
2011-03-31,7644.7930016599985,225.20793114000003,28.322333000000004,0.05765802,12.04999497,0.0,0.43631042999999997,7910.867229219999
2011-06-30,8815.166282799999,482.41027255000006,-0.316017,0.09163916999999999,13.927734469999999,0.0,0.45798997,9311.73790196
2011-09-30,8784.01617254,954.850580245,32.61063000000001,0.09165366,8.536869900000001,0.0,0.46772459,9780.573630934998
2011-12-31,8184.90442814,167.419196545,34.528597999999995,0.06869436000000001,13.84512779,0.0,0.45931832,8401.225363155001
2012-03-31,6689.8202467,352.33283185,5.57037,0.0510993,14.710739680000001,0.0,0.43903781,7062.92432534
2012-06-30,6596.6805178,730.29256401,33.973706,0.059092530000000004,16.24240813,0.0,0.43588945,7377.68417792
2012-09-30,8986.07987936,944.00510721,33.493564,0.06429171000000002,13.03866772,0.0,0.46274909000000003,9977.14425909
2012-12-31,7420.47368872,160.71543659,34.666371999999996,0.04389504,23.547167149999996,0.0,0.44008033999999996,7639.88663984
2013-03-31,7921.91739576,303.06266633999996,12.563733000000001,0.06539421,28.64546724,0.0,0.40415134,8266.65880789
2013-06-30,7199.79443422,493.88634466999997,23.15898,0.08609433,33.44355911,0.0,0.41893958,7750.7883519100005
2013-09-30,9166.5026397,612.249738135,26.765219,0.09246174,27.235701090000003,0.0,0.51390901,9833.359668675
2013-12-31,7270.610069899999,272.295499115,30.699980999999998,0.060927930000000005,33.30682069,0.0,0.46107446999999996,7607.4343731049985
2014-03-31,7880.734585100001,283.314702515,24.721359,0.06002598,37.995740770000005,0.02134133,0.92928483,8227.777039525
2014-06-30,7265.997470339999,413.00028275,17.506879,0.08655045000000001,37.11335277,0.03411878,0.39439781,7734.133051899999
2014-09-30,8635.03173414,431.5875617,34.371142,0.10320639000000001,30.510937730000002,0.04172419,0.31007223,9131.95637838
2014-12-31,6692.682805039999,262.957922105,34.659611999999996,0.09071096999999999,35.36316199,0.03152287,0.20199290000000003,7025.987727874999
2015-03-31,6617.85973414,189.46487442,21.962667999999997,0.08788395,33.458703719999995,0.04951923,0.43228942,6863.315672880001
2015-06-30,6924.612045699999,276.48546919,20.910604,0.11412345,35.44191807,0.07911612999999999,0.43937509,7258.0826516299985
2015-09-30,7909.25663408,483.738282755,34.287422,0.11356317,31.49776721,0.0841682,0.53182887,8459.509666284997
2015-12-31,4844.961769459999,134.58151293,35.03162,0.08265243000000001,42.58212413,0.06050831,0.51655889,5057.816746149999
2016-03-31,5279.44561424,158.31022355000002,34.621430999999994,0.18233271,49.227382490000004,0.08714251,0.44726335,5522.321389850001
2016-06-30,5344.08003392,454.32778230499997,34.357738999999995,0.14494998,44.02445918000001,0.12506979999999998,0.40440089,5877.464435075
2016-09-30,7828.834225119999,621.53665599,23.23568,0.18640146000000002,40.26766263,0.1376215,0.50170152,8514.699948219997
2016-12-31,5922.4611079,280.45903868000005,14.983696000000002,0.12761343,49.921948959999995,0.10363687999999999,0.47045631,6268.52749816
2017-03-31,4957.28431214,256.953223255,34.42076300000001,0.153048,61.38733224,0.16470548000000002,0.46682528,5310.830209395001
2017-06-30,4117.30454852,378.68801928999994,34.458996,0.159033,66.57140919000001,0.25434027,0.50881819,4597.94516446
2017-09-30,6853.87685182,489.78937548499994,34.407542,0.161973,47.66702239,0.31464304,0.5078193700000001,7426.725227105001
2017-12-31,4893.33479516,392.61549062,35.13653,0.139524,66.14918531000001,0.21139402000000002,0.43528184999999997,5388.022200959999
2018-03-31,5250.332217959999,391.43245516,33.938879,0.113757,68.28590236000001,0.26816047000000004,0.47988093,5744.85125288
2018-06-30,4756.6409819,772.1401747799999,15.711552999999999,0.120162,66.87554432,0.44387524,0.54932093,5612.4816121700005
2018-09-30,6500.7820670599995,520.0716434349999,34.382205,0.157815,50.005466289999994,0.47450715000000004,0.57433328,7106.448037214999
2018-12-31,5366.94135134,354.09427531,35.15512,0.163086,60.63061316,0.30904057,0.52186144,5817.815347820001
2019-03-31,5320.47684182,339.17560929,34.416213,0.13668900000000003,63.478953329999996,0.38593145,0.51610505,5758.58634294
2019-06-30,3537.70887188,536.6944656899999,34.55757500000001,0.08939699999999999,64.87246753,0.64814287,0.50889166,4175.079811629999
2019-09-30,5792.9986927,664.10211527,30.595682,0.058464,67.54310004,0.67153229,0.55287942,6556.522465720001
2019-12-31,4382.97028262,450.00000116,20.651072,0.145383,78.71148298,0.43073874,0.52141349,4933.43037399
2020-03-31,3796.69526186,460.73196216499997,33.994181,0.20720700000000003,74.83269612000001,0.57818187,0.50089242,4367.5403824350005
2020-06-30,4000.95437058,325.200326115,34.541884,0.178437,84.72994361,1.55811446,0.54921243,4447.712288195
