date,coal,natural_gas,nuclear,hydro,wind,solar_all,other,all_sources,state
2005-03-31,509890.63001714,85979.102623795,2500.078139,1445.11513188,47.56278709,0.0,617.99995533,600480.488654235,United States
2005-06-30,484990.3910595,105690.877364675,2399.783737,1619.51704992,68.1311488,0.0,620.91086556,595389.6112254551,United States
2005-09-30,565809.59152318,154375.88071792002,2719.47702,1362.61029135,52.35516403,0.0,664.8485729600001,724984.7632894401,United States
2005-12-31,514455.07842192,91496.647608535,2546.483849,1249.5038808000002,63.48803747,0.0,631.7186327100001,610442.920430435,United States
2006-03-31,501732.7790642199,84232.682216655,2577.224455,1613.2819071600002,86.62190589000001,0.0,633.74386798,590876.3334169048,United States
2006-06-30,481692.96335652,115167.4619118,2453.546901,1871.75961,90.76873624,0.0,612.6421326400001,601889.1426481999,United States
2006-09-30,556717.2040053599,160773.18416377,2740.983908,1351.7533455300002,71.36213357,0.0,661.98928827,722316.4768444999,United States
2006-12-31,506826.56772524,102128.092287215,2462.0870039999995,1237.37986638,96.9060053,0.0,646.11922267,613397.1521108049,United States
2007-03-31,512461.78830876,97712.00683329,2645.969703,1444.27079433,104.24959896,0.0,625.64437119,614993.9296095301,United States
2007-06-30,491066.22749102,116039.12902787,2486.237689,1527.8375187600002,113.67798299,0.0,617.7547195999999,611850.86442924,United States
2007-09-30,563177.5873338599,169980.82959896,2769.884299,1200.37776075,100.41796284,0.0,659.33908339,737888.4360387998,United States
2007-12-31,509747.0219900999,114508.026880505,2581.4300980000003,1025.22338667,129.50351167,0.0,651.87639883,628643.082265775,United States
2008-03-31,523892.97558934,106157.65801500498,2607.558499,1285.97606235,167.79040265,0.0,624.03679427,634735.9953626151,United States
2008-06-30,487986.82814658,116368.604379,2502.213779,1651.28263839,204.17725055,0.0,630.38685938,609343.4930529,United States
2008-09-30,547062.340721,151566.570974315,2781.859639,1322.21367768,134.99536128000005,0.0,656.67889155,703524.6592648252,United States
2008-12-31,487184.69124694,108255.68669226998,2589.077738,1091.9867088899998,212.75728656,0.0,620.89229749,599955.09197015,United States
2009-03-31,462475.6742598401,106119.055684625,2672.413471,1325.72540037,245.72681354,0.0,610.58282279,573449.178452165,United States
2009-06-30,421337.52461506,116418.93178927,2529.001735,1775.81999868,251.14802739,0.0,612.12640424,542924.5525696401,United States
2009-09-30,475621.71233288,163089.60185680998,2742.28981,1266.80145144,195.91159666,0.0,656.96017284,643573.27722063,United States
2009-12-31,458352.62962766,112028.152380165,2441.404589,1374.00012729,267.73327450999994,0.0,644.6521244200001,575108.5721230451,United States
2010-03-31,485759.00017038,109841.701357435,2631.842616,1341.0298675200002,271.37852729,0.0,629.00835169,600473.9608903149,United States
2010-06-30,452333.8138408999,124962.24580006,2503.41987428,1554.62383587,344.64302951,0.0,641.80780095,582340.55418157,United States
2010-09-30,525933.99243298,177335.598272845,2767.163958,1299.92519937,266.69822959,0.0,678.4200009599999,708281.798093745,United States
2010-12-31,449382.91469568,119774.29196033,2588.161459,1268.68555443,347.75941291000004,0.0,659.84539616,574021.65847851,United States
2011-03-31,459272.6223088,111046.667486885,2641.515357,1696.73261646,384.10713575,0.0,650.80684334,575692.451748235,United States
2011-06-30,436412.64614214,129092.05086558,2298.7950180000003,2014.58138532,457.3255271,0.0,647.20314015,570922.6020782901,United States
2011-09-30,508783.09864218,178607.93954449,2736.91951,1646.94189492,283.80628081,0.0,692.40298775,692751.1088601501,United States
2011-12-31,398737.06424962,126651.51343167,2595.426886,1348.19707575,437.05683853,0.0,679.9424497100001,530449.2009312799,United States
2012-03-31,365890.13262696,142515.886639655,2573.438686,1455.25259397,503.2289002,0.0,659.61585697,513597.555303755,United States
2012-06-30,359954.20365175995,170096.093938835,2380.201993,1713.48183048,483.87971281,0.0,646.56423635,535274.4253632351,United States
2012-09-30,458238.7235463599,202276.53650693,2642.150186,1409.7034515900002,339.07077685,0.0,696.81363334,665602.9981010699,United States
2012-12-31,398816.04992226,135464.36754841,2405.515372,1222.6067292599998,504.50290150000006,0.0,693.12767382,539106.1701472499,United States
2013-03-31,406893.39721524,133235.26736772,2545.875683,1381.4083657499998,579.40672803,0.0,681.63395603,545316.9893157699,United States
2013-06-30,384867.11982866,139746.60740877,2418.5814510000005,1699.55657361,617.02006834,0.0,671.91252715,530020.79785753,United States
2013-09-30,452829.93231498,182504.342621265,2699.873644,1382.82982761,421.22051894,0.0,726.7014835399999,640564.900410335,United States
2013-12-31,398897.50033948,140590.107638345,2592.8833710000004,1176.07827036,564.26937554,0.0,716.57892644,544537.4179211649,United States
2014-03-31,450906.53380932,131578.52634801,2576.582307,1329.02810985,645.52484984,219.21813402,709.79189122,587965.20544926,United States
2014-06-30,378964.08823858,139779.49195072998,2437.11325,1632.28105719,650.4645306900001,358.66618759000005,707.49480641,524529.6000211899,United States
2014-09-30,440353.61664124,179892.57816814998,2737.843836,1265.0184918,440.4098608000001,379.8389778,747.8698385,625817.17581429,United States
2014-12-31,368743.67019138,143274.597857985,2611.618373,1220.37140043,625.1194220699999,285.99536586,725.89290465,517487.265515375,United States
2015-03-31,381555.60433964,151867.3293347,2629.617458,1484.81265807,590.09106793,318.49881087,702.51554766,539148.4692168698,United States
2015-06-30,333332.09896764,165383.839909305,2523.653405,1323.22001343,629.71683723,494.76847867,706.98734323,504394.284954505,United States
2015-09-30,408489.84260614,211309.395040445,2733.9507,1180.8394279499998,529.4515647200001,508.09325761,757.02340535,625508.596002215,United States
2015-12-31,288184.91091268,167721.42680256,2476.090838,1241.8096819799998,730.08165022,357.02280069,732.10392763,461443.44661376,United States
2016-03-31,293479.71410086,161484.07834922997,2656.05353,1620.01213521,787.07250232,429.7478308,709.2945151299999,461165.9729635499,United States
2016-06-30,283420.07928157994,178701.977296015,2554.2876060000003,1566.6268296,727.35836446,657.3865069000001,692.9575284599999,468320.673413015,United States
2016-09-30,401014.4624131,226367.00193331,2695.211064,1205.2436361,618.9472047200001,740.73317384,738.74327885,633380.34270392,United States
2016-12-31,316773.41482212,152970.761624275,2568.469124,1232.17261398,817.52523619,531.3916350000001,719.53988431,475613.274939875,United States
2017-03-31,303567.28213286,142822.157394405,2623.064379,1682.57965176,892.066461,610.25224266,705.0565677499999,452902.4588294349,United States
2017-06-30,293078.11435744003,159581.40588326,2405.869531,1944.42940356,891.63527024,1028.2232519499998,691.3963520300001,459621.07404948,United States
2017-09-30,358318.6099852,211617.309322765,2753.352615,1423.4610102299998,622.8380476499999,1000.04005865,731.55347861,576467.1645181049,United States
2017-12-31,299134.76090452005,164005.652231275,2682.05873,1256.52145731,899.39525897,684.4017901,713.72026082,469376.510632995,United States
2018-03-31,294446.90937143995,164343.010683735,2684.132438,1592.3657024099998,978.27619955,777.92531004,713.51467037,465536.13437554496,United States
2018-06-30,271818.95212206,180714.79338756,2549.832467,1809.29546364,976.12893001,1252.60884346,687.39699677,459809.0082105,United States
2018-09-30,340144.67392042,242735.053582725,2723.021977,1391.92315752,712.5648661299999,1214.7000469,715.56266863,589637.5002193251,United States
2018-12-31,290497.02229964,176953.10668161,2535.111319,1349.41944186,877.7069028,769.44313133,697.46576329,473679.27553953,United States
2019-03-31,271902.33431308,179293.9196467,2645.440577,1554.25896213,945.05945742,868.21035421,678.8198231499999,457888.04313369,United States
2019-06-30,221614.6509436,185787.763634765,2554.6215760000005,1845.47961003,1002.82862524,1388.1720736399998,645.67570939,414839.192172665,United States
2019-09-30,292788.74193232,255325.988650345,2732.247167,1385.57634495,865.6988685800002,1436.3240894,702.94480249,555237.5218550849,United States
2019-12-31,225669.80745828,194884.72858962495,2590.011086,1260.0334236,1032.88533413,903.74706953,648.19562189,426989.4085830551,United States
2020-03-31,183207.2766897,202063.17685726,2653.00659,1557.96766503,1125.17195505,1063.34925234,664.1482928800001,392334.09730226,United States
2020-06-30,163684.91898465998,192237.51034852,2479.269897,1704.5678762700002,1148.44781441,1701.94977433,631.93419803,363588.59889322,United States
2020-09-30,262148.49127614,255599.65109157495,2653.234272,1442.78708868,898.05959958,1719.26083473,645.3281215799999,525106.812284285,United States
2020-12-31,210310.68566062,190132.312596355,2482.91446,1285.42916145,1221.51526835,1136.44720898,645.4740237,407214.778379455,United States
2021-03-31,242545.36947044,176964.06441500998,2579.133193,1449.23772399,1264.45258329,1340.25688167,653.49604064,426796.01030804,United States
2021-06-30,215711.13234996,191285.819203515,2425.234656,1387.4958358800002,1252.48414967,2137.59287503,638.3993149900001,414838.15838504495,United States
2021-09-30,294305.21238376,246391.397774715,2636.224071,1281.7098468299998,1000.97964785,2123.3638761800003,664.89068057,548403.7782809051,United States
2021-12-31,190701.79952656,196741.61785413,2475.37758,1346.27918565,1419.0578327899998,1438.0069395499995,642.77313661,394764.91205529,United States
2022-03-31,205655.4561165856,191003.5277332001,2585.472159532484,1531.9259192385805,1250.3834794317406,1643.9671901219783,624.8739902058923,404295.6065883165,United States
2022-06-30,173219.15375730785,206544.65289161456,2445.8718275784418,1751.4217322815778,1278.4901309878956,1823.1727902124555,615.4636896318162,387678.2268196146,United States
2022-09-30,240178.6896118188,255564.3074118063,2705.9860465024767,1408.7924716605114,1173.121485516593,1849.7724620490487,654.9787428767858,503535.64823223057,United States
2022-12-31,173802.6862253926,204584.9020605111,2528.1133886120406,1328.1545417785032,1295.6872120791254,1740.8752848875604,626.7732322837039,385907.1919455446,United States
2023-03-31,186723.48399138244,200294.6437796428,2592.927272137833,1574.3677687450238,1301.42931399985,1829.0583654366765,606.844319252456,394922.75481059705,United States
2023-06-30,148071.8126800323,213844.54635900512,2435.868438690589,1783.7994514576126,1345.5507917538507,1987.1159295441596,593.770160351455,370062.4638108352,United States
2023-09-30,218362.24979971987,266015.41623573063,2701.8347433577087,1437.6869994339006,1261.463391669583,2020.3772896323444,638.7710149656201,492437.79947450967,United States
2023-12-31,140230.21611012035,214303.2051254289,2511.177563651049,1326.8974243097468,1369.4256256080914,1921.382276547272,608.0739837856321,362270.37810945103,United States
2024-03-31,127274.12238447485,215043.54552513373,2578.236807613119,1524.91702754659,1444.743133284415,1994.362734392009,587.861383894229,350447.78899633896,United States
2024-06-30,105007.31279493585,227751.4328248187,2440.154415134136,1689.7300721483864,1450.2235396685387,2207.184542108209,572.5646250749801,341118.60281388875,United States
2024-09-30,186838.90241596987,269795.45000788744,2661.775067097992,1417.7581112769374,1330.0363979886486,2244.294240765962,601.9462740619618,464890.16251504887,United States
2024-12-31,127320.22570068904,214606.0004460963,2471.579180362531,1325.9728588696134,1493.8093443371502,2105.4559309203896,585.5505883327468,349908.5940496077,United States
2001-03-31,18306.73591,1290.9258505,95.284098,61.92891600000001,0.0,0.0,33.808042310000005,19788.68281681,Alabama
2001-06-30,17297.901158,1616.7341325,89.209666,37.527,0.0,0.0,31.22189831,19072.59385481,Alabama
2001-09-30,21167.729226,2271.225657,111.063953,36.239364,0.0,0.0,32.86939331,23619.12759331,Alabama
2001-12-31,17030.293374,2044.877915,99.084102,39.788742,0.0,0.0,32.21312331,19246.257256310004,Alabama
2002-03-31,15075.477994,2048.158631,107.9247,52.695405,0.0,0.0,32.488124,17316.744853999997,Alabama
2002-06-30,17552.678109999997,2307.016074,103.578241,35.660604,0.0,0.0,29.539032,20028.472061,Alabama
2002-09-30,21917.76215,3384.6566855,103.723906,25.348554,0.0,0.0,33.896268000000006,25465.3875635,Alabama
2002-12-31,19687.059658,1815.494619,98.913191,71.615964,0.0,0.0,24.004416000000003,21697.087848,Alabama
2003-03-31,17780.005141999998,1634.7878905,95.065516,74.578161,0.0,0.0,28.650138,19613.0868475,Alabama
2003-06-30,18319.428356,1614.95178,97.873776,78.166263,0.0,0.0,27.106555,20137.52673,Alabama
2003-09-30,21897.468232,2826.5151445,109.762458,60.363009000000005,0.0,0.0,29.868903000000003,24923.9777465,Alabama
2003-12-31,18685.362118,1191.107155,109.098639,52.854774,0.0,0.0,29.024866,20067.447552,Alabama
2004-03-31,16498.979305279998,2086.802380265,94.705637,69.07553289,0.0,0.0,29.25008131,18778.812936745,Alabama
2004-06-30,18328.83853194,2309.160659555,106.813161,25.85449776,0.0,0.0,29.86704331,20800.533893565,Alabama
2004-09-30,20650.05891742,3043.555225825,110.249204,48.35298783,0.0,0.0,29.82004359,23882.036378665,Alabama
2004-12-31,18999.02487968,1579.83837811,99.497255,79.86762273000001,0.0,0.0,29.08449171,20787.31262723,Alabama
2005-03-31,18951.3710648,1417.5939657150002,104.710619,69.57781802999999,0.0,0.0,29.629560060000003,20572.883027605,Alabama
2005-06-30,18368.74750968,1714.335778345,103.511642,53.730352620000005,0.0,0.0,28.26295234,20268.588234985004,Alabama
2005-09-30,21721.36312752,3042.27464029,109.329623,51.78943518,0.0,0.0,27.72938344,24952.48620943,Alabama
2005-12-31,19967.42908524,1611.612614375,94.473015,37.93859517,0.0,0.0,28.20684017,21739.660149955,Alabama
2006-03-31,17922.526531839998,1328.4935228299998,99.313292,53.62817439,0.0,0.0,30.24383436,19434.20535542,Alabama
2006-06-30,19546.95399264,2804.448961895,96.368428,33.31228404,0.0,0.0,29.4041076,22510.487774175,Alabama
2006-09-30,21445.71642034,4291.071702205,109.710406,25.4600157,0.0,0.0,31.73226867,25903.690812915,Alabama
2006-12-31,20201.93035254,1945.1625445,109.452122,39.88703187,0.0,0.0,29.68702507,22326.11907598,Alabama
2007-03-31,18869.33976792,2367.088623335,93.155465,40.95419034,0.0,0.0,28.50732844,21399.045375034995,Alabama
2007-06-30,20765.37711544,2927.437972765,97.596161,15.86492586,0.0,0.0,29.41981468,23835.695989745003,Alabama
2007-09-30,21629.13628058,4523.848592295,132.48804400000003,18.50200947,0.0,0.0,31.26190319,26335.236829535,Alabama
2007-12-31,18491.1844342,2514.54686211,122.986981,11.537268330000002,0.0,0.0,28.74125165,21168.99679729,Alabama
2008-03-31,18340.05337518,2518.352008575,130.878917,46.72504557,0.0,0.0,26.99445621,21063.003802535,Alabama
2008-06-30,19709.613832,2170.864002305,124.843485,25.713576210000003,0.0,0.0,25.82580333,22056.860698845,Alabama
2008-09-30,20145.11562128,3950.36560152,132.30880000000002,21.39531198,0.0,0.0,27.45379127,24276.63912605,Alabama
2008-12-31,17060.132242699998,2776.49588643,118.873131,35.02517466,0.0,0.0,24.05755837,20014.58399316,Alabama
2009-03-31,15202.5561646,3562.09797918,128.770863,62.82004596,0.0,0.0,24.4606647,18980.70571744,Alabama
2009-06-30,12916.717321719998,4045.394779505,109.697731,59.43901026,0.0,0.0,25.56645206,17156.815294545,Alabama
2009-09-30,15513.58580928,4861.0184312500005,137.218861,37.74092616,0.0,0.0,29.45669011,20579.0207178,Alabama
2009-12-31,13105.38751494,3132.434545615,140.62319699999998,103.24285062,0.0,0.0,26.66548297,16508.353591144998,Alabama
2010-03-31,16055.663203,3809.47999976,126.82072,85.90237026,0.0,0.0,21.18755884,20099.05385186,Alabama
2010-06-30,16905.62790194,4247.10869233,123.99972,38.776348590000005,0.0,0.0,21.21828728,21336.73095014,Alabama
2010-09-30,17621.495143099997,6201.26192664,120.807128,22.87660431,0.0,0.0,21.93393809,23988.37474014,Alabama
2010-12-31,13742.46057038,4859.330682595,121.603105,35.23401084,0.0,0.0,20.70656005,18779.334928865,Alabama
2011-03-31,15064.315308099998,4825.496691660001,128.932167,61.97984163,0.0,0.0,24.94708105,20105.67108944,Alabama
2011-06-30,14873.988109139998,4913.9804968,107.320304,47.798237760000006,0.0,0.0,25.25446124,19968.34160894,Alabama
2011-09-30,16627.7154191,7236.264613509999,139.559329,27.62348148,0.0,0.0,25.60118756,24056.764030650003,Alabama
2011-12-31,11463.682476999998,6121.176795165,135.817786,49.15399734,0.0,0.0,23.37137833,17793.202433835,Alabama
2012-03-31,8492.334722939999,6569.778341685,143.21853,75.30074013000001,0.0,0.0,23.12560103,15303.757935785,Alabama
2012-06-30,11242.631260879998,7184.177404875,116.188202,14.775664889999998,0.0,0.0,23.43721055,18581.209743195,Alabama
2012-09-30,15247.22885254,7597.890494905,142.407668,26.63873037,0.0,0.0,24.46905392,23038.634799735,Alabama
2012-12-31,12078.9127702,5636.90394216,129.121356,39.42454803,0.0,0.0,22.06414615,17906.426762540003,Alabama
2013-03-31,10695.30443588,6104.762266345,127.616385,87.39358425,0.0,0.0,22.35205648,17037.428727954997,Alabama
2013-06-30,12372.35399116,4993.39321273,123.00732600000002,70.67143692,0.0,0.0,21.76229543,17581.18826224,Alabama
2013-09-30,13798.24197324,6078.696750335,142.74442000000002,55.756478820000005,0.0,0.0,24.53189185,20099.971514245,Alabama
2013-12-31,11660.198988579998,5593.416349035,137.241624,57.06123822000001,0.0,0.0,20.59888589,17468.517085724994,Alabama
2014-03-31,12551.59926812,5378.288143015,130.80236,74.58606225,0.0,0.02798139,21.29803447,18156.60184924501,Alabama
2014-06-30,12187.10004316,5283.764293,142.029927,43.11193487999999,0.0,0.03972598,22.34771431,17678.39363833,Alabama
2014-09-30,13878.973086179998,6697.827402479999,138.042736,27.2737227,0.0,0.03823216,22.06482164,20764.22000116,Alabama
2014-12-31,9569.805926579998,6574.619055445,125.292934,53.83259238,0.0,0.02741981,20.43908151,16344.017009724996,Alabama
2015-03-31,9060.62507052,6800.4673451300005,136.982326,67.23338516999999,0.0,0.02946145,25.62557774,16090.96316601,Alabama
2015-06-30,10889.99101608,6495.687840215,125.899891,41.41599693,0.0,0.04126366,24.79146384,17577.827471725006,Alabama
2015-09-30,13512.4752707,7520.194591814999,142.412439,32.2539504,0.0,0.0392117,25.78120797,21233.15667158501,Alabama
2015-12-31,8335.92615368,6663.707196255,140.07331,66.19455654000001,0.0,0.02817446,25.76955321,15231.698944145,Alabama
2016-03-31,7297.09137294,6586.137325560001,128.284741,88.25406533999998,0.0,0.0700255,25.62010159,14125.45763193,Alabama
2016-06-30,7442.803176179998,6782.78390109,133.62439999999998,21.30221478,0.0,0.0975472199999999,25.00887335,14405.62011262,Alabama
2016-09-30,10865.83411848,8642.687817765,137.498894,18.23604342,0.0,0.11380982,27.03367214,19691.404355625004,Alabama
2016-12-31,8369.873153479999,6504.329916075,119.316392,18.88853967,0.0,1.3909571199999995,25.72997179,15039.528930135,Alabama
2017-03-31,7381.59113402,5654.792408820001,127.707086,52.74064194,0.0,0.0,24.25708491,13241.08835569,Alabama
2017-06-30,7531.114656899999,6452.797432765,143.827671,58.70148375,0.0,0.0,26.066907070000003,14212.508151484995,Alabama
2017-09-30,8905.88415964,7924.500492145,144.04039,41.37665952,0.0,0.0,28.38232311,17044.184024414997,Alabama
2017-12-31,7116.966218699999,6480.6383199,138.90050200000002,41.164998,0.0,0.0,27.48925961,13805.15929821,Alabama
2018-03-31,8192.86765622,6358.066173635,120.75401,61.14273248999999,0.0,0.0,26.275256520000003,14759.105828865,Alabama
2018-06-30,7791.86599694,7648.254109445,126.98173799999998,66.46351509,0.0,0.0,26.19615103,15659.761510505,Alabama
2018-09-30,9229.13031262,8753.94044441,141.07450500000002,49.28390523,0.0,0.0,28.42953022,18201.85869748,Alabama
2018-12-31,5893.091471199999,6938.41584792,124.206498,57.11576661,0.0,0.0,25.93529223,13038.76487596,Alabama
2019-03-31,6884.175420839999,6451.21688521,134.877782,67.41683172,0.0,0.0,26.45478899,13564.141708759998,Alabama
2019-06-30,5541.3682323,7093.152463324999,140.725598,67.82602071,0.0,0.0,22.79326925,12865.865583585,Alabama
2019-09-30,7379.835619439999,8952.01861655,148.641142,49.56689766,0.0,0.0,27.39999945,16557.4622751,Alabama
2019-12-31,6385.15569692,6554.943922050001,143.29468400000002,54.699786120000006,0.0,0.0,27.4313792,13165.52546829,Alabama
2020-03-31,4550.255845299999,6535.712684465,139.76002300000002,77.93196978,0.0,0.0,26.81829685,11330.478819395,Alabama
2020-06-30,4129.89051476,6374.740931395,148.320757,78.18789825,0.0,0.0,25.51546915,10756.655570554998,Alabama
2020-09-30,7004.40261166,8561.62752033,145.32740300000003,61.67919219,0.0,0.0,25.07994209,15798.11666927,Alabama
2020-12-31,5702.86834978,6179.403355875,132.750228,62.53275419999999,0.0,0.0,25.08462371,12102.639311565,Alabama
2021-03-31,6681.669350540001,6037.46842789,139.364953,73.0211097,0.0,0.0,26.02707052,12957.55091165,Alabama
2021-06-30,5343.8332227,6247.957693485,140.777715,59.85221592,0.0,0.0,25.27405479,11817.694901895,Alabama
2021-09-30,8061.95296942,7732.9381236,157.71700099999998,64.38581037,0.0,0.0,24.97483349,16041.96873788,Alabama
2021-12-31,6236.78520274,6817.435892515001,160.614688,65.61262785000001,0.0,0.0,22.47394197,13302.922353075,Alabama
2022-03-31,3562.9352301070926,7294.184349237477,142.47733416865313,73.07848924883734,0.0,0.037684493028114,26.02231304042844,11098.735400295516,Alabama
2022-06-30,3807.5401774417614,7640.825787648328,141.24842340423288,56.403741188206354,0.0,0.0354850790075739,25.47118699511362,11671.52480175665,Alabama
2022-09-30,6002.214519456261,8983.775431921076,153.68660852411907,45.29976281929596,0.0,0.0400300982412127,27.52865562760152,15212.545008446596,Alabama
2022-12-31,2942.2210453237203,7585.1870382806,148.36470461334898,58.779958146163786,0.0,0.0485794043945587,25.46116154405012,10760.062487312278,Alabama
2023-03-31,2912.6298580042267,7569.426545731,142.66393460441776,71.29577832034576,0.0,0.0354101625717917,26.372698576881703,10722.424225399443,Alabama
2023-06-30,3406.3667073520014,7881.296954659389,139.71188056391983,60.216689385111366,0.0,0.0416786746602257,25.679369243777927,11513.31327987886,Alabama
2023-09-30,5366.9505482182185,9422.510839402024,156.78552871246043,45.14007696365899,0.0,0.0360042192739689,27.94805061282609,15019.37104812846,Alabama
2023-12-31,1865.5332188015225,7893.357607932935,152.33529390556583,58.34222836218189,0.0,-0.007190073577036,26.320153616598784,9995.881312545229,Alabama
2024-03-31,444.5614350140953,7876.0607847202,151.47344585315955,79.97447346061178,0.0,0.0403347321062382,26.579862773866168,8578.69033655404,Alabama
2024-06-30,996.3342932696104,7956.945745254745,149.60843608815142,49.41365932428615,0.0,0.0484277455571198,26.412506490871667,9178.763068173224,Alabama
2024-09-30,3560.928398091165,9230.18301846504,158.6430500224958,48.75292365468589,0.0,0.0455543474268911,27.4224191257658,13025.97536370658,Alabama
2024-12-31,1352.3547168331552,7644.312233616026,146.43271365205467,60.55485777724447,0.0,0.229905465226699,25.88702916552089,9229.771456509226,Alabama
2001-03-31,399.242054,722.4855174999999,0.0,6.184563,0.003146,0.0,0.0,1127.9152805,Alaska
2001-06-30,271.64799,574.928995,0.0,6.050078999999999,0.00273,0.0,0.0,852.629794,Alaska
2001-09-30,494.505338,693.778866,0.0,8.374191000000001,0.003029,0.0,0.0,1196.661424,Alaska
2001-12-31,270.362764,689.8853644999999,0.0,7.650111,0.003458,0.0,0.0,967.9016975,Alaska
2002-03-31,317.15923,647.773035,0.0,7.254576,0.0,0.0,0.093465,972.280306,Alaska
2002-06-30,281.277208,611.59973,0.0,7.069524,0.0,0.0,0.083762,900.030224,Alaska
2002-09-30,314.639788,661.128004,0.0,7.237797,0.0,0.0,0.091791,983.09738,Alaska
2002-12-31,352.230306,704.014111,0.0,8.664474,0.0,0.0,0.107787,1065.0166779999995,Alaska
2003-03-31,345.94008599999995,603.2714325000001,0.0,8.585913,0.0,0.0,0.048267,957.8456985,Alaska
2003-06-30,283.18288800000005,516.8220585,0.0,7.116186,0.0,0.0,0.040362,807.1614945,Alaska
2003-09-30,254.318112,534.9749295,0.0,8.200647,0.0,0.0,0.04123,797.5349185000001,Alaska
2003-12-31,353.31114799999995,602.1413610000001,0.0,9.330531,0.0,0.0,0.049197,964.832237,Alaska
2004-03-31,373.92719146,801.4847031700001,0.0,7.7175609,0.0,0.0,0.07393438,1183.2033899100002,Alaska
2004-06-30,298.19484832,736.506003065,0.0,6.48862473,0.0,0.0,0.07225635,1041.2617324650005,Alaska
2004-09-30,284.77739196,768.403434745,0.0,9.30052956,0.0,0.0,0.06984579,1062.5512020550002,Alaska
2004-12-31,355.38446068,754.245978025,0.0,7.95170502,0.0,0.0,0.06967529,1117.651819015,Alaska
2005-03-31,357.08892462,642.103818555,0.0,7.80755934,0.00128258,0.0,0.03561807,1007.037203165,Alaska
2005-06-30,284.09412776,594.817940345,0.0,7.48882302,0.00176189,0.0,0.03975161,886.4424046250001,Alaska
2005-09-30,296.25135252,748.57587022,0.0,8.032780140000002,0.0013915199999999,0.0,0.04354043,1052.90493483,Alaska
2005-12-31,347.5358432,709.333979775,0.0,7.41361971,0.00322114,0.0,0.04401225,1064.330676075,Alaska
2006-03-31,370.36539088,730.7351706649999,0.0,6.38264214,0.00299039,0.0,0.05692313,1107.5431172049998,Alaska
2006-06-30,280.93321378,685.43505353,0.0,6.456016979999999,0.0024284,0.0,0.0463211299999999,972.87303382,Alaska
2006-09-30,287.17890958000004,758.746960365,0.0,6.1744956,0.00177645,0.0,0.04817152,1052.150313515,Alaska
2006-12-31,354.29042252,786.862025595,0.0,6.68259249,0.00304863,0.0,0.05518434,1147.893273575,Alaska
2007-03-31,381.74702482,657.703654695,0.0,7.98654696,0.00208897,0.0,0.0795379399999999,1047.5188533849998,Alaska
2007-06-30,276.58384768,585.067103345,0.0,7.52369226,0.00307788,0.0,0.08865287,869.266374035,Alaska
2007-09-30,277.60695614,598.108138685,0.0,6.2396355,0.00419952,0.0,0.05636296,882.015292805,Alaska
2007-12-31,370.07558136,688.44658514,0.0,5.36580849,0.00379002,0.0,0.09219059,1063.9839556,Alaska
2008-03-31,381.60642388,686.62618327,0.0,6.858789,0.00021697,0.0,0.0289319899999999,1075.12054511,Alaska
2008-06-30,311.61229704,578.1101624099999,0.0,5.906959799999999,0.00022763,0.0,0.04345332,895.6731001999999,Alaska
2008-09-30,288.03362568,674.8415645,0.0,5.29543119,0.00026637,0.0,0.04063294,968.21152068,Alaska
