date,Fuel_Consumption_BTU
2001-03-31,2.662
2001-06-30,7.617
2001-09-30,19.245
2001-12-31,6.991
2002-03-31,5.799
2002-06-30,7.957
2002-09-30,15.533
2002-12-31,1.636
2003-03-31,3.213
2003-06-30,5.189
2003-09-30,12.678
2003-12-31,1.473
2004-03-31,4.42225
2004-06-30,7.91035
2004-09-30,10.30766
2004-12-31,2.79032
2005-03-31,4.65608
2005-06-30,8.83018
2005-09-30,15.42787
2005-12-31,3.98357
2006-03-31,3.20062
2006-06-30,8.77711
2006-09-30,17.38193
2006-12-31,4.34905
2007-03-31,5.0621
2007-06-30,8.4753
2007-09-30,19.72269
2007-12-31,8.99435
2008-03-31,9.78498
2008-06-30,6.4797
2008-09-30,13.342
2008-12-31,14.25726
2009-03-31,9.17793
2009-06-30,6.39903
2009-09-30,10.57626
2009-12-31,4.31443
2010-03-31,7.87039
2010-06-30,7.82101
2010-09-30,18.91083
2010-12-31,6.50952
2011-03-31,7.63459
2011-06-30,8.16418
2011-09-30,18.33463
2011-12-31,5.10134
2012-03-31,8.32982
2012-06-30,16.7905
2012-09-30,22.35249
2012-12-31,5.70499
2013-03-31,10.23332
2013-06-30,9.40898
2013-09-30,12.39083
2013-12-31,7.22741
2014-03-31,7.88885
2014-06-30,7.39138
2014-09-30,11.81114
2014-12-31,9.84203
2015-03-31,8.78142
2015-06-30,8.69012
2015-09-30,16.73588
2015-12-31,7.70589
2016-03-31,8.78826
2016-06-30,18.0125
2016-09-30,20.1013
2016-12-31,10.08402
2017-03-31,10.50843
2017-06-30,11.85686
2017-09-30,17.83334
2017-12-31,11.55987
2018-03-31,15.56227
2018-06-30,17.08856
2018-09-30,20.31704
2018-12-31,15.78763
2019-03-31,15.41022
2019-06-30,19.45682
2019-09-30,25.16773
2019-12-31,13.5984
2020-03-31,18.59391
2020-06-30,15.26079
2020-09-30,24.60716
2020-12-31,15.02834
2021-03-31,13.00766
2021-06-30,15.06345
2021-09-30,24.42181
2021-12-31,14.8758
