date,Fuel_Consumption_BTU
2001-03-31,172.479
2001-06-30,157.283
2001-09-30,191.11
2001-12-31,177.148
2002-03-31,159.013
2002-06-30,160.289
2002-09-30,198.741
2002-12-31,189.537
2003-03-31,196.161
2003-06-30,173.455
2003-09-30,214.799
2003-12-31,193.719
2004-03-31,195.16794
2004-06-30,186.26463
2004-09-30,212.70299
2004-12-31,194.44939
2005-03-31,204.68052
2005-06-30,192.32263
2005-09-30,214.08295
2005-12-31,205.47736
2006-03-31,202.44021
2006-06-30,191.70164
2006-09-30,216.08643
2006-12-31,199.6397
2007-03-31,196.16366
2007-06-30,187.38957
2007-09-30,213.16007
2007-12-31,188.0825
2008-03-31,193.62312
2008-06-30,189.96932
2008-09-30,214.7451
2008-12-31,177.79522
2009-03-31,185.20078
2009-06-30,178.99819
2009-09-30,199.70479
2009-12-31,188.45763
2010-03-31,190.70718
2010-06-30,194.02281
2010-09-30,207.92647
2010-12-31,195.82697
2011-03-31,212.27907
2011-06-30,193.29654
2011-09-30,218.70868
2011-12-31,192.54233
2012-03-31,180.94746
2012-06-30,171.44632
2012-09-30,216.30094
2012-12-31,179.65624
2013-03-31,194.96934
2013-06-30,188.92813
2013-09-30,212.07957
2013-12-31,188.99594
2014-03-31,205.37244
2014-06-30,176.68263
2014-09-30,203.20431
2014-12-31,173.20792
2015-03-31,184.19061
2015-06-30,151.96855
2015-09-30,193.16266
2015-12-31,146.78851
2016-03-31,159.45413
2016-06-30,144.34445
2016-09-30,182.90172
2016-12-31,137.13019
2017-03-31,171.39483
2017-06-30,168.90058
2017-09-30,186.08469
2017-12-31,163.13531
2018-03-31,164.47425
2018-06-30,154.15614
2018-09-30,181.125
2018-12-31,149.61131
2019-03-31,159.70188
2019-06-30,124.61439
2019-09-30,151.36926
2019-12-31,130.61241
2020-03-31,130.42313
2020-06-30,105.17883
2020-09-30,151.76393
2020-12-31,145.77579
2021-03-31,158.15388
2021-06-30,139.29688
2021-09-30,171.83157
2021-12-31,126.26022
