ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,y
2001-03-31,90.03200259892573,4.467599207500802,31.428289138141167,90.03200259892573,90.03200259892573,-71.75670304809323,-71.75670304809323,-71.75670304809323,-71.75670304809323,-71.75670304809323,-71.75670304809323,0.0,0.0,0.0,18.2752995508325,13.959
2001-06-30,90.97572442357198,14.207860305573535,41.55434838651871,90.97572442357198,90.97572442357198,-63.645593584751914,-63.645593584751914,-63.645593584751914,-63.645593584751914,-63.645593584751914,-63.645593584751914,0.0,0.0,0.0,27.33013083882006,35.453
2001-09-30,91.92981681771984,30.638698274504087,56.79264772443997,91.92981681771984,91.92981681771984,-48.6936735930283,-48.6936735930283,-48.6936735930283,-48.6936735930283,-48.6936735930283,-48.6936735930283,0.0,0.0,0.0,43.23614322469154,67.836
2001-12-31,92.8839092118677,2.6868117002153094,28.958863535568,92.8839092118677,92.8839092118677,-76.30763143354687,-76.30763143354687,-76.30763143354687,-76.30763143354687,-76.30763143354687,-76.30763143354687,0.0,0.0,0.0,16.57627777832083,52.406
2002-03-31,93.81726046712973,7.218893414801753,35.09331774199044,93.81726046712973,93.81726046712973,-72.66142364281731,-72.66142364281731,-72.66142364281731,-72.66142364281731,-72.66142364281731,-72.66142364281731,0.0,0.0,0.0,21.155836824312416,40.803
2002-06-30,94.76098229189466,16.420681024217973,42.6275950673431,94.76098229189466,94.76098229189466,-65.59980845358415,-65.59980845358415,-65.59980845358415,-65.59980845358415,-65.59980845358415,-65.59980845358415,0.0,0.0,0.0,29.161173838310518,48.174
2002-09-30,95.71507468591247,33.45880894856216,60.59229534466421,95.71507468591247,95.71507468591247,-47.684430182710855,-47.684430182710855,-47.684430182710855,-47.684430182710855,-47.684430182710855,-47.684430182710855,0.0,0.0,0.0,48.030644503201614,61.874
2002-12-31,96.66916707993028,6.080782607408736,34.554877055486955,96.66916707993028,96.66916707993028,-76.30160358305294,-76.30160358305294,-76.30160358305294,-76.30160358305294,-76.30160358305294,-76.30160358305294,0.0,0.0,0.0,20.367563496877338,25.083
2003-03-31,97.6025183349477,10.709933548010342,39.43873445075492,97.6025183349477,97.6025183349477,-72.7986725007351,-72.7986725007351,-72.7986725007351,-72.7986725007351,-72.7986725007351,-72.7986725007351,0.0,0.0,0.0,24.80384583421261,26.857
2003-06-30,98.54624015966492,17.66382557103882,44.910926206719196,98.54624015966492,98.54624015966492,-67.3064881229186,-67.3064881229186,-67.3064881229186,-67.3064881229186,-67.3064881229186,-67.3064881229186,0.0,0.0,0.0,31.239752036746324,29.238
