date,Fuel_Consumption_BTU
2001-03-31,1.823
2001-06-30,1.879
2001-09-30,4.749
2001-12-31,7.156
2002-03-31,2.122
2002-06-30,1.299
2002-09-30,1.342
2002-12-31,1.047
2003-03-31,2.672
2003-06-30,1.383
2003-09-30,4.378
2003-12-31,3.029
2004-03-31,4.90088
2004-06-30,2.39538
2004-09-30,4.04847
2004-12-31,4.05259
2005-03-31,4.44269
2005-06-30,2.63112
2005-09-30,4.71488
2005-12-31,4.1179
2006-03-31,1.86262
2006-06-30,1.52961
2006-09-30,3.99702
2006-12-31,3.92333
2007-03-31,3.12673
2007-06-30,1.79257
2007-09-30,4.39584
2007-12-31,5.60218
2008-03-31,4.96542
2008-06-30,2.11182
2008-09-30,3.53798
2008-12-31,3.62977
2009-03-31,3.25857
2009-06-30,1.43352
2009-09-30,5.48392
2009-12-31,4.52015
2010-03-31,4.38487
2010-06-30,1.68501
2010-09-30,4.05607
2010-12-31,3.75712
2011-03-31,1.80029
2011-06-30,1.3379
2011-09-30,2.99979
2011-12-31,4.14076
2012-03-31,4.41999
2012-06-30,1.79271
2012-09-30,6.27399
2012-12-31,3.73176
2013-03-31,6.19773
2013-06-30,3.94204
2013-09-30,9.501
2013-12-31,7.51221
2014-03-31,5.76916
2014-06-30,2.37258
2014-09-30,7.72689
2014-12-31,4.27233
2015-03-31,4.09024
2015-06-30,7.45276
2015-09-30,10.65347
2015-12-31,8.71784
2016-03-31,9.62477
2016-06-30,5.14947
2016-09-30,11.11027
2016-12-31,5.71908
2017-03-31,6.80673
2017-06-30,2.55471
2017-09-30,11.95493
2017-12-31,9.48462
2018-03-31,6.64111
2018-06-30,3.666
2018-09-30,11.25942
2018-12-31,9.58313
2019-03-31,11.4519
2019-06-30,5.02023
2019-09-30,12.58701
2019-12-31,11.90634
2020-03-31,12.31995
2020-06-30,3.97062
2020-09-30,11.67994
2020-12-31,11.78006
2021-03-31,10.62052
2021-06-30,8.2216
2021-09-30,11.93108
2021-12-31,10.39916
