date,Fuel_Consumption_BTU
2001-03-31,0.568
2001-06-30,0.937
2001-09-30,0.851
2001-12-31,0.528
2002-03-31,0.991
2002-06-30,1.556
2002-09-30,1.545
2002-12-31,0.893
2003-03-31,1.032
2003-06-30,1.689
2003-09-30,1.639
2003-12-31,0.94
2004-03-31,1.28511
2004-06-30,1.28511
2004-09-30,1.28511
2004-12-31,1.28511
2005-03-31,1.33161
2005-06-30,1.17223
2005-09-30,1.44935
2005-12-31,1.30852
2006-03-31,0.74039
2006-06-30,0.74452
2006-09-30,0.78056
2006-12-31,0.73553
2007-03-31,1.51692
2007-06-30,1.08673
2007-09-30,1.07719
2007-12-31,1.54626
2008-03-31,0.86923
2008-06-30,0.53193
2008-09-30,0.32134
2008-12-31,0.94017
2009-03-31,0.78488
2009-06-30,0.28726
2009-09-30,0.47009
2009-12-31,1.00623
2010-03-31,1.60692
2010-06-30,0.90255
2010-09-30,0.82575
2010-12-31,1.70732
2011-03-31,0.99096
2011-06-30,0.40971
2011-09-30,0.50549
2011-12-31,1.01799
2012-03-31,1.11819
2012-06-30,0.22448
2012-09-30,0.49081
2012-12-31,1.44877
2013-03-31,1.67741
2013-06-30,1.1432
2013-09-30,0.48037
2013-12-31,2.01814
2014-03-31,1.42277
2014-06-30,0.63816
2014-09-30,1.05525
2014-12-31,1.35717
2015-03-31,0.80117
2015-06-30,0.49128
2015-09-30,0.36558
2015-12-31,0.72411
2016-03-31,0.4884
2016-06-30,0.09064
2016-09-30,0.46748
2016-12-31,0.55441
2017-03-31,0.49796
2017-06-30,0.10823
2017-09-30,0.36603
2017-12-31,0.46506
2018-03-31,0.46939
2018-06-30,0.00957
2018-09-30,0.28971
2018-12-31,0.4223
2019-03-31,0.4433
2019-06-30,0.14748
2019-09-30,0.19606
2019-12-31,0.4569
2020-03-31,0.4304
2020-06-30,0.33337
2020-09-30,0.15638
2020-12-31,0.34407
2021-03-31,0.0
2021-06-30,0.0
2021-09-30,0.0
2021-12-31,0.0
