date,Fuel_Consumption_BTU
2001-03-31,76.369
2001-06-30,61.614
2001-09-30,68.866
2001-12-31,56.511
2002-03-31,56.854
2002-06-30,55.468
2002-09-30,72.573
2002-12-31,69.964
2003-03-31,70.623
2003-06-30,56.447
2003-09-30,68.908
2003-12-31,64.83
2004-03-31,68.62135
2004-06-30,60.32982
2004-09-30,66.8595
2004-12-31,56.74529
2005-03-31,57.28931
2005-06-30,49.39321
2005-09-30,66.04862
2005-12-31,59.13984
2006-03-31,60.99112
2006-06-30,54.33891
2006-09-30,64.13712
2006-12-31,52.10361
2007-03-31,63.28391
2007-06-30,55.06926
2007-09-30,59.99525
2007-12-31,55.89877
2008-03-31,59.6463
2008-06-30,47.95443
2008-09-30,54.97103
2008-12-31,46.33338
2009-03-31,46.70095
2009-06-30,30.16308
2009-09-30,35.20208
2009-12-31,30.77837
2010-03-31,42.98427
2010-06-30,29.61533
2010-09-30,45.85171
2010-12-31,33.10681
2011-03-31,36.19645
2011-06-30,26.29904
2011-09-30,33.63767
2011-12-31,12.67008
2012-03-31,13.65386
2012-06-30,7.2588
2012-09-30,21.55356
2012-12-31,14.99997
2013-03-31,20.92132
2013-06-30,10.99936
2013-09-30,12.34981
2013-12-31,11.39298
2014-03-31,25.97863
2014-06-30,11.41106
2014-09-30,9.53012
2014-12-31,6.85044
2015-03-31,13.29905
2015-06-30,4.65204
2015-09-30,7.25011
2015-12-31,4.26059
2016-03-31,5.71523
2016-06-30,4.3224
2016-09-30,9.73986
2016-12-31,3.10179
2017-03-31,4.00329
2017-06-30,2.96366
2017-09-30,2.10168
2017-12-31,2.30215
2018-03-31,4.21351
2018-06-30,0.18097
2018-09-30,2.29872
2018-12-31,0.63047
2019-03-31,3.6307
2019-06-30,0.1481
2019-09-30,0.98016
2019-12-31,0.0
2020-03-31,1.64676
2020-06-30,0.0
2020-09-30,0.0
2020-12-31,0.0
2021-03-31,0.0
2021-06-30,0.0
2021-09-30,0.0
2021-12-31,0.0
