date,Fuel_Consumption_BTU
2001-03-31,3.916
2001-06-30,5.012
2001-09-30,9.397
2001-12-31,3.683
2002-03-31,2.138
2002-06-30,5.052
2002-09-30,16.122
2002-12-31,2.503
2003-03-31,4.195
2003-06-30,4.267
2003-09-30,11.635
2003-12-31,3.069
2004-03-31,3.85144
2004-06-30,8.4771
2004-09-30,7.83241
2004-12-31,2.19687
2005-03-31,4.25588
2005-06-30,7.64895
2005-09-30,15.26001
2005-12-31,3.16988
2006-03-31,2.08257
2006-06-30,4.08247
2006-09-30,13.57494
2006-12-31,5.83587
2007-03-31,4.97163
2007-06-30,8.44905
2007-09-30,18.7428
2007-12-31,7.97326
2008-03-31,5.04779
2008-06-30,5.07239
2008-09-30,11.8409
2008-12-31,4.03308
2009-03-31,8.84814
2009-06-30,9.15997
2009-09-30,16.36145
2009-12-31,6.37822
2010-03-31,4.86984
2010-06-30,12.45218
2010-09-30,25.24836
2010-12-31,19.52823
2011-03-31,22.36152
2011-06-30,20.52815
2011-09-30,30.6169
2011-12-31,26.85985
2012-03-31,45.3585
2012-06-30,46.07368
2012-09-30,52.32806
2012-12-31,38.60999
2013-03-31,43.96011
2013-06-30,39.20434
2013-09-30,44.62128
2013-12-31,44.22754
2014-03-31,47.43272
2014-06-30,42.95668
2014-09-30,55.21444
2014-12-31,40.42395
2015-03-31,62.87101
2015-06-30,50.2697
2015-09-30,62.03414
2015-12-31,50.8387
2016-03-31,63.28618
2016-06-30,49.61746
2016-09-30,69.82212
2016-12-31,51.39501
2017-03-31,53.2116
2017-06-30,48.73755
2017-09-30,62.90934
2017-12-31,68.50913
2018-03-31,83.95237
2018-06-30,79.38441
2018-09-30,96.17839
2018-12-31,96.38565
2019-03-31,103.96125
2019-06-30,94.71129
2019-09-30,109.77259
2019-12-31,93.39703
2020-03-31,113.24151
2020-06-30,95.18374
2020-09-30,111.12679
2020-12-31,94.89931
2021-03-31,105.18637
2021-06-30,93.94622
2021-09-30,107.62477
2021-12-31,117.2434
