date,all_sources,coal,natural_gas,nuclear,hydro,wind,solar_all,other,state
2001-03-31,916139.902,482291.606,124720.004,192120.196,56802.126,1352.612,0.0,18522.086,United States
2001-06-30,906264.47,454879.372,154380.105,185538.569,57916.259,1989.358,0.0,18250.142,United States
2001-09-30,1035075.394,516334.8,211621.086,200933.987,52248.914,1702.427,0.0,19436.79,United States
2001-12-31,879163.883,450450.164,148407.924,190233.556,49993.746,1692.934,0.0,19185.882,United States
2002-03-31,904316.199,458892.491,143935.727,195624.784,62995.428,2377.436,0.0,19273.611,United States
2002-06-30,938545.966,458378.691,165052.664,187841.15,79122.147,3228.373,0.0,20146.067,United States
2002-09-30,1087407.36,528516.458,236555.267,205679.305,63641.353,2602.974,0.0,21941.555,United States
2002-12-31,928182.726,487342.714,145462.089,190918.848,58569.903,2145.495,0.0,20365.739,United States
2003-03-31,945554.943,493297.409,140421.345,190086.214,64582.212,2413.819,0.0,19695.46263,United States
2003-06-30,921994.284,454507.588,149021.297,183158.278,82740.518,3146.293,0.0,19623.343,United States
2003-09-30,1079347.903,532094.143,219277.915,202260.277,66295.58,2663.879,0.0,21667.972,United States
2003-12-31,936288.074,493837.609,141186.983,188227.926,62188.018,2963.474,0.0,20823.054,United States
2004-03-31,969637.63205,496448.93186,148374.43381,198193.225,66811.20382,3312.23818,0.0,20335.2242,United States
2004-06-30,963025.25664,466129.23972,178529.46537,191271.74,70160.03796,4393.71402,0.0,20290.61421,United States
2004-09-30,1081392.93208,523926.08655,224964.70393,208975.58,65435.50832,3304.70417,0.0,21083.77707,United States
2004-12-31,956499.4425,491796.29106,158231.41344,190087.842,66010.55827,3133.08439,0.0,20871.21362,United States
2005-03-31,959080.04539,496444.62125,148147.21643,192313.703,68815.00628,3658.67593,0.0,19935.48243,United States
2005-06-30,968296.14583,471908.19783,182477.78254,184598.749,77119.85952,5240.8576,0.0,20029.38276,United States
2005-09-30,1157432.32804,545320.72711,270961.54735,209190.54,64886.20435,4027.32031,0.0,21446.72816,United States
2005-12-31,970614.23039,499199.4996,159373.70805,195883.373,59500.1848,4883.69519,0.0,20378.02041,United States
2006-03-31,954720.96813,489177.38473,146137.65207,198248.035,76822.94796,6663.22353,0.0,20443.35058,United States
2006-06-30,992733.44513,468129.46692,202736.67155,188734.377,89131.41,6982.21048,0.0,19762.64944,United States
2006-09-30,1150238.65053,538866.15534,287358.52831,210844.916,64369.20693,5489.39489,0.0,21354.49317,United States
2006-12-31,967009.16363,494338.12754,180207.91766,189391.308,58922.85078,7454.3081,0.0,20842.55557,United States
2007-03-31,997232.73213,499153.32414,175300.42412,203536.131,68774.79973,8019.19992,0.0,20182.07649,United States
2007-06-30,996086.69884,477275.70641,208133.99887,191249.053,72754.16756,8744.46023,0.0,19927.5716,United States
2007-09-30,1170417.00338,544579.87677,307352.71706,213068.023,57160.84575,7724.45868,0.0,21269.00269,United States
2007-12-31,993008.2895,495446.67621,205802.65103,198571.546,48820.16127,9961.80859,0.0,21028.27093,United States
2008-03-31,1012733.87573,510285.10213,194812.49275,200581.423,61236.95535,12906.95405,0.0,20130.21917,United States
2008-06-30,1004218.86005,472942.20429,209936.52171,192477.983,78632.50659,15705.94235,0.0,20335.05998,United States
2008-09-30,1129943.185,528666.2966,279130.40151,213989.203,62962.55608,10384.25856,0.0,21183.19005,United States
2008-12-31,972491.83878,473907.64363,199101.1831,199159.826,51999.36709,16365.94512,0.0,20028.78379,United States
2009-03-31,966482.99771,448371.2629,196731.70984,205570.267,63129.78097,18902.06258,0.0,19696.22009,United States
2009-06-30,948501.36854,405694.80175,213509.50178,194538.595,84562.85708,19319.07903,0.0,19746.01304,United States
2009-09-30,1081164.25436,458639.00018,303260.00441,210945.37,60323.87864,15070.12282,0.0,21192.26364,United States
2009-12-31,954182.30588,443199.18815,207477.46449,187800.353,65428.57749,20594.86727,0.0,20795.22982,United States
2010-03-31,992859.53394,470769.95319,203801.47634,202449.432,63858.56512,20875.27133,0.0,20290.59199,United States
2010-06-30,991496.19649,435715.86785,230577.89387,192570.75956,74029.70647,26511.00227,0.0,20703.47745,United States
2010-09-30,1164654.76754,506091.49087,328779.64697,212858.766,61901.19997,20515.24843,0.0,21884.51616,United States
2010-12-31,976049.40097,434712.9666,224538.21651,199089.343,60413.59783,26750.72407,0.0,21285.33536,United States
2011-03-31,994708.4409,443959.06792,206125.43713,203193.489,80796.79126,29546.70275,0.0,20993.76914,United States
2011-06-30,993755.97749,419645.03505,235962.90726,176830.386,95932.44692,35178.8867,0.0,20877.52065,United States
2011-09-30,1163135.38695,488807.50263,331218.45379,210532.27,78425.80452,21831.25237,0.0,22335.58025,United States
2011-12-31,948541.12078,381018.39973,240382.13108,199648.222,64199.86075,33619.75681,0.0,21933.62741,United States
2012-03-31,958005.4647,348488.58348,273621.31939,197956.822,69297.74257,38709.9154,0.0,21277.93087,United States
2012-06-30,992570.7418,343529.1233,317777.91188,183092.461,81594.37288,37221.51637,0.0,20856.91085,United States
2012-09-30,1144926.52931,438219.92574,378611.01509,203242.322,67128.73579,26082.36745,0.0,22477.85914,United States
2012-12-31,952262.53086,383805.31203,255883.92903,185039.644,58219.36806,38807.9155,0.0,22358.95722,United States
2013-03-31,984094.29194,392285.18628,253567.38303,195836.591,65781.35075,44569.74831,0.0,21988.19213,United States
2013-06-30,978311.15596,369630.39857,261467.08799,186044.727,80931.26541,47463.08218,0.0,21674.59765,United States
2013-09-30,1121072.2675,435403.34289,343990.6111,207682.588,65849.03941,32401.57838,0.0,23441.98334,United States
2013-12-31,982486.35205,383795.78806,265810.47773,199452.567,56003.72716,43405.33658,0.0,23115.44924,United States
2014-03-31,1033411.49791,436834.4574,245154.1672,198198.639,63287.05285,49655.75768,5098.09614,22896.51262,United States
2014-06-30,980181.72355,365643.31375,264369.16366,187470.25,77727.66939,50035.73313,8341.07413,22822.41311,United States
2014-09-30,1109988.82267,424189.06552,344011.27805,210603.372,60238.9758,33877.6816,8833.4646,24124.8335,United States
2014-12-31,969955.93969,355043.51307,273074.34942,200893.721,58112.92383,48086.10939,6651.05502,23415.90015,United States
2015-03-31,1019105.96162,367914.8912,292425.27731,202278.266,70705.36467,45391.62061,7406.94909,22661.79186,United States
2015-06-30,978611.40207,319246.78284,315800.10196,194127.185,63010.47683,48439.75671,11506.24369,22806.04333,United States
2015-09-30,1142637.30733,391755.80965,403238.75812,210303.9,56230.44895,40727.04344,11816.12227,24420.10985,United States
2015-12-31,937173.20853,273480.71302,322017.97271,190468.526,59133.79438,56160.12694,8302.85583,23616.25573,United States
2016-03-31,970778.33662,278336.71453,312485.86337,204311.81,77143.43501,60544.03864,9994.1356,22880.46823,United States
2016-06-30,977443.17076,269841.75629,340701.36873,196483.662,74601.2776,55950.64342,15288.0583,22353.46866,United States
2016-09-30,1173055.43996,386088.93553,431916.28498,207323.928,57392.5541,47611.32344,17226.35288,23830.42835,United States
2016-12-31,955332.86517,304881.24798,293203.41685,197574.548,58674.88638,62886.55663,12357.945,23210.96401,United States
2017-03-31,954697.00789,291519.61841,273413.54163,201774.183,80122.84056,68620.497,14191.91262,22743.76025,United States
2017-06-30,977307.776,281620.17664,303710.11268,185066.887,92591.87636,68587.32848,23912.16865,22303.10813,United States
2017-09-30,1125063.21526,345388.25134,406166.42887,211796.355,67783.85763,47910.61905,23256.74555,23598.49931,United States
2017-12-31,977114.85869,287307.22954,313152.40792,206312.21,59834.35511,69184.25069,15916.3207,23023.23422,United States
2018-03-31,1001671.44684,281959.95966,315328.54049,206471.726,75826.93821,75252.01535,18091.28628,23016.60227,United States
2018-06-30,1011589.80725,260076.73317,344481.46253,196140.959,86156.92684,75086.84077,29130.43822,22174.09667,United States
2018-09-30,1175576.37803,327049.82455,468210.82896,209463.229,66282.05512,54812.68201,28248.8383,23082.66673,United States
2018-12-31,989439.7116,280400.82122,341111.85011,195008.563,64258.06866,67515.9156,17894.02631,22498.89559,United States
2019-03-31,1001192.92594,259185.733,349543.68887,203495.429,74012.33153,72696.88134,20190.93847,21897.41365,United States
2019-06-30,980073.69101,210346.5892,358953.60172,196509.352,87879.98143,77140.66348,32283.07148,20828.24869,United States
2019-09-30,1171985.9722,280517.18374,496619.88184,210172.859,65979.82595,66592.22066,33402.8858,22675.63879,United States
2019-12-31,974602.62426,214907.30556,380697.00122,199231.622,60001.5916,79452.71801,21017.37371,20909.53619,United States
2020-03-31,970987.04266,172071.85563,389692.06462,204077.43,74188.93643,86551.68885,24729.05238,21424.13848,United States
2020-06-30,935921.43256,152484.99823,370076.93565,190713.069,81169.89887,88342.13957,39580.22731,20384.97413,United States
2020-09-30,1141099.4448,249261.63915,495813.19329,204094.944,68704.14708,69081.50766,39982.81011,20817.03618,United States
2020-12-31,959127.54677,199574.40409,368584.67587,190993.42,61210.91245,93962.71295,26429.00486,20821.7427,United States
2021-03-31,989303.82278,231367.75718,343635.5549,198394.861,69011.32019,97265.58333,31168.76469,21080.51744,United States
2021-06-30,985116.45675,205245.58314,369894.37315,186556.512,66071.23028,96344.93459,49711.46221,20593.52629,United States
2021-09-30,1166302.54389,282413.731,480583.34172,202786.467,61033.80223,76998.43445,49380.55526,21448.08647,United States
2021-12-31,974817.32975,179651.4541,381116.53803,190413.66,64108.53265,109158.29483,33442.02185,20734.61731,United States
2022-03-31,991358.047248305,197366.5829830028,374133.9706636444,198882.47381019103,72948.85329707526,96183.34457167237,38231.79511911578,20157.225490512654,United States
2022-06-30,989534.913959024,164529.681547052,401444.0777487443,188143.9867368032,83401.03487055132,98345.39469137658,42399.367214243146,19853.667407477944,United States
2022-09-30,1144936.2536026456,228548.4963262044,494070.2213631528,208152.7728078828,67085.35579335768,90240.11427050718,43017.96423369882,21128.346544412445,United States
2022-12-31,976302.0404025108,165666.1880218594,400624.49111872166,194470.2606624647,63245.454370404914,99668.24708300966,40485.47174157117,20218.491363990448,United States
2023-03-31,1005556.602903692,180034.95994212895,394225.9246749531,199455.9440106025,74969.89374976304,100109.94723075768,42536.24105666689,19575.623201692128,United States
2023-06-30,989490.657110203,140726.33151624352,417224.7983975848,187374.49528389145,84942.83102179108,103503.90705798852,46211.99836149208,19153.87614036952,United States
2023-09-30,1159430.876695909,207932.56209397383,516106.98654328194,207833.4417967468,68461.28568732861,97035.64551304484,46985.51836354289,20605.5166117942,United States
2023-12-31,970445.217179216,133342.07065202668,421455.31673661177,193167.5048962345,63185.59163379747,105340.43273908396,44683.308756913306,19615.28979953652,United States
2024-03-31,985112.3970635262,119999.19865671032,423969.9842828724,198325.90827793223,72615.09654983763,111134.08717572424,46380.52870679091,18963.270448200936,United States
2024-06-30,980993.4228399782,97734.30886640144,443921.346311332,187704.18577954892,80463.33676897078,111555.6568975799,51329.873072283925,18469.826615321937,United States
2024-09-30,1139813.682107994,176874.7981979386,524730.2238853876,204751.9282383071,67512.2910131875,102310.49215297296,52192.88932013865,19417.62174393425,United States
2024-12-31,966342.1203668524,120910.75157832168,421205.5823141767,190121.4754125024,63141.56470807683,114908.41110285772,48964.09141675324,18888.72865589506,United States
2001-03-31,30267.126,17430.289,1232.544,7329.546,2948.996,0.0,0.0,1090.58201,Alabama
2001-06-30,28933.315,17043.527,2054.004,6862.282,1787.0,0.0,0.0,1007.15801,Alabama
2001-09-30,35618.737,20808.621,3374.592,8543.381,1725.684,0.0,0.0,1060.30301,Alabama
2001-12-31,30525.935,16915.677,2951.542,7621.854,1894.702,0.0,0.0,1039.13301,Alabama
2002-03-31,30347.665,14804.407,3534.879,8301.9,2509.305,0.0,0.0,1048.004,Alabama
2002-06-30,31488.628,17004.817,3753.003,7967.557,1698.124,0.0,0.0,952.872,Alabama
2002-09-30,37561.015,21197.363,6013.743,7978.762,1207.074,0.0,0.0,1093.428,Alabama
2002-12-31,33523.367,19035.079,2602.44,7608.707,3410.284,0.0,0.0,774.336,Alabama
2003-03-31,32468.699,17926.817,2616.496,7312.732,3551.341,0.0,0.0,924.198,Alabama
2003-06-30,33215.566,18237.524,2678.992,7528.752,3722.203,0.0,0.0,874.405,Alabama
2003-09-30,39400.514,21853.402,5175.678,8443.266,2874.429,0.0,0.0,963.513,Alabama
2003-12-31,32402.442,18678.649,1772.433,8392.203,2516.894,0.0,0.0,936.286,Alabama
2004-03-31,31886.37077,16623.82682,3645.18177,7285.049,3289.31109,0.0,0.0,943.55101,Alabama
2004-06-30,32978.85098,18378.01371,4073.86444,8216.397,1231.16656,0.0,0.0,963.45301,Alabama
2004-09-30,38387.41668,20801.96941,5721.0502,8480.708,2302.52323,0.0,0.0,961.93689,Alabama
2004-12-31,34102.13241,19027.81442,2536.92282,7653.635,3803.22013,0.0,0.0,938.20941,Alabama
2005-03-31,33690.58306,18930.07742,2307.14934,8054.663,3313.22943,0.0,0.0,955.79226,Alabama
2005-06-30,32630.45681,18144.69996,2963.32472,7962.434,2558.58822,0.0,0.0,911.70814,Alabama
2005-09-30,38984.46278,21422.81478,5687.70035,8409.971,2466.16358,0.0,0.0,894.49624,Alabama
2005-12-31,32643.07838,19630.86528,2911.27644,7267.155,1806.59977,0.0,0.0,909.89807,Alabama
2006-03-31,31123.33999,17660.1118,2199.28474,7639.484,2553.72259,0.0,0.0,975.60756,Alabama
2006-06-30,34773.31918,19388.00592,5358.55979,7412.956,1586.29924,0.0,0.0,948.5196,Alabama
2006-09-30,40173.95894,21027.09985,8412.64266,8439.262,1212.3817,0.0,0.0,1023.62157,Alabama
2006-12-31,34824.8232,20033.45061,3436.73453,8419.394,1899.38247,0.0,0.0,957.64597,Alabama
2007-03-31,32812.05709,18510.75072,4186.32077,7165.805,1950.19954,0.0,0.0,919.59124,Alabama
2007-06-30,35295.47745,20466.30262,5516.81476,7507.397,755.47266,0.0,0.0,949.02628,Alabama
2007-09-30,42192.89532,21186.89057,8856.4471,10191.388,881.04807,0.0,0.0,1008.44849,Alabama
2007-12-31,33525.84096,17829.81646,4672.19367,9460.537,549.39373,0.0,0.0,927.13715,Alabama
2008-03-31,36226.79557,18236.47929,4713.67568,10067.609,2225.00217,0.0,0.0,870.78891,Alabama
2008-06-30,35509.96434,19566.14182,4188.1984,9603.345,1224.45601,0.0,0.0,833.09043,Alabama
2008-09-30,40024.67568,19859.32442,7978.78762,10177.6,1018.82438,0.0,0.0,885.60617,Alabama
2008-12-31,34108.45961,16942.70243,5482.25706,9144.087,1667.86546,0.0,0.0,776.05027,Alabama
2009-03-31,35796.01211,14970.58846,7032.65244,9905.451,2991.43076,0.0,0.0,789.0537,Alabama
2009-06-30,33147.14539,12664.95346,8335.45384,8438.287,2830.42906,0.0,0.0,824.72426,Alabama
2009-09-30,38571.43007,15154.61922,10028.251,10555.297,1797.18696,0.0,0.0,950.21581,Alabama
2009-12-31,35740.96806,12818.56269,6220.7254,10817.169,4916.32622,0.0,0.0,860.17687,Alabama
2010-03-31,38222.43574,15826.41868,7750.61332,9755.44,4090.58906,0.0,0.0,683.46964,Alabama
2010-06-30,37603.66326,16752.34919,8664.94955,9538.44,1846.49279,0.0,0.0,684.46088,Alabama
2010-09-30,41017.16699,17037.70925,12766.53546,9292.856,1089.36211,0.0,0.0,707.54639,Alabama
2010-12-31,35307.24608,13433.93351,10052.91882,9354.085,1677.81004,0.0,0.0,667.95355,Alabama
2011-03-31,38532.49548,14803.21783,9960.88035,9917.859,2951.42103,0.0,0.0,804.74455,Alabama
2011-06-30,36158.73515,14600.56545,10096.73884,8255.408,2276.10656,0.0,0.0,814.66004,Alabama
2011-09-30,44137.25322,16243.44155,14922.50158,10735.333,1315.40388,0.0,0.0,825.84476,Alabama
2011-12-31,37510.72597,11160.1282,12700.93319,10447.522,2340.66654,0.0,0.0,753.91543,Alabama
2012-03-31,37236.44716,8143.84047,13627.88873,11016.81,3585.74953,0.0,0.0,745.98713,Alabama
2012-06-30,36158.93556,10836.44918,14834.23506,8937.554,703.60309,0.0,0.0,756.03905,Alabama
2012-09-30,43653.88579,14854.62577,15752.3379,10954.436,1268.51097,0.0,0.0,789.32432,Alabama
2012-12-31,35829.41918,11772.00436,11490.53876,9932.412,1877.35943,0.0,0.0,711.74665,Alabama
2013-03-31,37697.2266,10348.98758,12563.68798,9816.645,4161.59925,0.0,0.0,721.03408,Alabama
2013-06-30,35763.43269,11964.47572,10176.90665,9462.102,3365.30652,0.0,0.0,702.00953,Alabama
2013-09-30,40366.46023,13369.4928,12471.89565,10980.34,2655.07042,0.0,0.0,791.35135,Alabama
2013-12-31,36745.80434,11367.52783,11373.89497,10557.048,2717.20182,0.0,0.0,664.48019,Alabama
2014-03-31,37349.98121,12261.60464,10694.70816,10061.72,3551.71725,0.0,0.65073,687.03337,Alabama
2014-06-30,36377.50413,11949.30304,10638.47097,10925.379,2052.94928,0.0,0.92386,720.89401,Alabama
2014-09-30,39830.24185,13676.31897,13480.6357,10618.672,1298.7487,0.0,0.88912,711.76844,Alabama
2014-12-31,35782.7199,9414.39963,13456.25957,9637.918,2563.45678,0.0,0.6376700000000001,659.32521,Alabama
2015-03-31,37491.7568,9031.79034,13851.68007,10537.102,3201.58977,0.0,0.68515,826.63154,Alabama
2015-06-30,36417.33576,10805.4693,13136.42218,9684.607,1972.19033,0.0,0.95962,799.72464,Alabama
2015-09-30,42097.26754,13403.92205,15332.20951,10954.803,1535.9024,0.0,0.9119,831.65187,Alabama
2015-12-31,36471.06661,8169.24782,13524.14495,10774.87,3152.12174,0.0,0.65522,831.27591,Alabama
2016-03-31,35435.00712,7135.55559,13377.13195,9868.057,4202.57454,0.0,1.6285,826.45489,Alabama
2016-06-30,33223.48031,7450.17843,13658.20068,10278.8,1014.39118,0.0,2.26854,806.73785,Alabama
2016-09-30,40915.04692,11032.3782,17551.72324,10576.838,868.38302,0.0,2.6467400000000003,872.05394,Alabama
2016-12-31,32811.56388,8640.2933,13216.56263,9178.184,899.45427,0.0,32.34784,829.99909,Alabama
2017-03-31,31972.62853,7518.26657,11290.89605,9823.622,2511.45914,0.0,0.0,782.48661,Alabama
2017-06-30,35230.11919,7612.29387,12853.51756,11063.667,2795.30875,0.0,0.0,840.86797,Alabama
2017-09-30,38957.85795,9035.40586,15894.24208,11080.03,1970.31712,0.0,0.0,915.55881,Alabama
2017-12-31,33803.64445,7274.43483,12945.00718,10684.654,1960.238,0.0,0.0,886.75031,Alabama
2018-03-31,34245.41943,8415.54545,12671.8292,9288.77,2911.55869,0.0,0.0,847.58892,Alabama
2018-06-30,37009.62463,7966.29467,15142.29048,9767.826,3164.92929,0.0,0.0,845.03713,Alabama
2018-09-30,40964.80666,9349.58977,17378.84757,10851.885,2346.85263,0.0,0.0,917.08162,Alabama
2018-12-31,32838.14315,6046.09012,13607.45139,9554.346,2719.79841,0.0,0.0,836.62233,Alabama
2019-03-31,34411.35703,7074.94836,12820.08732,10375.214,3210.32532,0.0,0.0,853.38029,Alabama
2019-06-30,34542.70477,5635.65729,13984.87482,10825.046,3229.81051,0.0,0.0,735.26675,Alabama
2019-09-30,39742.9901,7417.21416,17520.96056,11433.934,2360.32846,0.0,0.0,883.87095,Alabama
2019-12-31,33982.38095,6527.24774,12871.44748,11022.668,2604.75172,0.0,0.0,884.8832,Alabama
2020-03-31,32912.42473,4557.08059,12962.10022,10750.771,3711.04618,0.0,0.0,865.10635,Alabama
2020-06-30,32812.27556,4071.28466,12655.55061,11409.289,3723.23325,0.0,0.0,823.07965,Alabama
2020-09-30,39516.70645,7242.69361,17238.6974,11179.031,2937.10439,0.0,0.0,809.03039,Alabama
2020-12-31,32301.2949,5858.46559,12368.65041,10211.556,2977.7502,0.0,0.0,809.18141,Alabama
2021-03-31,34103.5883,6776.41841,12204.16419,10720.381,3477.1957,0.0,0.0,839.58292,Alabama
2021-06-30,32477.16994,5491.57629,12360.15934,10829.055,2850.10552,0.0,0.0,815.29209,Alabama
2021-09-30,39841.99319,8296.44007,15382.03673,12132.077,3065.99097,0.0,0.0,805.63979,Alabama
2021-12-31,36532.38366,6342.54403,13840.33982,12354.976,3124.41085,0.0,0.0,724.96587,Alabama
2022-03-31,33365.548452563686,3749.551952882748,14561.436209180196,10959.79493605024,3479.9280594684446,0.0,0.87638355879335,839.4294529170463,Alabama
2022-06-30,33540.90092205643,3999.035440462334,15252.100429410482,10865.263338787145,2685.892437533636,0.0,0.8252343955249763,821.6511933907618,Alabama
2022-09-30,38580.50731968144,6103.606462706222,18015.132707160323,11822.04680954762,2157.131562823617,0.0,0.9309325172375048,888.0211492774683,Alabama
2022-12-31,33306.73338298192,3114.8284374827963,15135.941374110556,11412.669585642228,2799.0456260077995,0.0,1.1297535905711342,821.3277917435523,Alabama
2023-03-31,33551.59827905648,3202.5198603811987,15116.506419404996,10974.148815724444,3395.037062873608,0.0,0.8234921528323653,850.7322121574742,Alabama
2023-06-30,33670.44530907285,3634.717171873823,15743.967382133786,10747.067735686142,2867.461399291017,0.0,0.96927150372618,828.366749799288,Alabama
2023-09-30,39602.46762599007,5490.057369639811,18879.58988434066,12060.42528557388,2149.527474459952,0.0,0.8373074249760215,901.5500197685836,Alabama
2023-12-31,32807.83657617129,2021.765021400676,15771.090888465997,11718.099531197371,2778.20135058009,0.0,-0.1672110134194433,849.0372134386705,Alabama
2024-03-31,32719.06798061125,691.4445231175032,15749.406933526703,11651.80352716612,3808.308260029132,0.0,0.9380170257264702,857.4149281892312,Alabama
2024-06-30,31679.632061466906,1253.142039243285,15910.101863758176,11508.341237550108,2353.0313963945787,0.0,1.1262266408632513,852.016338415215,Alabama
2024-09-30,38031.47235779368,3887.171849547638,18585.11886551487,12203.311540191984,2321.5677930802804,0.0,1.0594034285323524,884.5941653472838,Alabama
2024-12-31,31666.128606390404,1722.0931851989662,15271.597587960852,11264.054896311898,2883.5646560592604,0.0,5.346638726202304,835.0654569522866,Alabama
2001-03-31,1723.427,152.879,1045.395,0.0,294.503,0.242,0.0,0.0,Alaska
2001-06-30,1461.389,117.987,845.592,0.0,288.099,0.21,0.0,0.0,Alaska
2001-09-30,1780.887,179.135,1000.908,0.0,398.771,0.233,0.0,0.0,Alaska
2001-12-31,1778.063,114.592,1003.673,0.0,364.291,0.266,0.0,0.0,Alaska
2002-03-31,1782.358,145.267,985.824,0.0,345.456,0.0,0.0,3.015,Alaska
2002-06-30,1594.302,128.014,886.295,0.0,336.644,0.0,0.0,2.702,Alaska
2002-09-30,1578.574,143.578,886.655,0.0,344.657,0.0,0.0,2.961,Alaska
2002-12-31,1812.088,158.427,1019.387,0.0,412.594,0.0,0.0,3.477,Alaska
2003-03-31,1706.968,155.043,940.308,0.0,408.853,0.0,0.0,1.557,Alaska
2003-06-30,1427.147,126.078,783.505,0.0,338.866,0.0,0.0,1.302,Alaska
2003-09-30,1466.436,107.91,759.393,0.0,390.507,0.0,0.0,1.33,Alaska
2003-12-31,1738.18,160.634,871.277,0.0,444.311,0.0,0.0,1.587,Alaska
2004-03-31,1745.56022,165.52561,966.6041,0.0,367.5029,0.0,0.0,2.38498,Alaska
2004-06-30,1479.16123,156.92848,859.97093,0.0,308.98213,0.0,0.0,2.33085,Alaska
2004-09-30,1630.30467,155.29944,838.38171,0.0,442.88236,0.0,0.0,2.2530900000000003,Alaska
2004-12-31,1671.69074,171.22618,958.47585,0.0,378.65262,0.0,0.0,2.24759,Alaska
2005-03-31,1688.68614,162.93261,940.85939,0.0,371.78854,0.09866,0.0,1.14897,Alaska
2005-06-30,1486.43679,139.43036,824.18473,0.0,356.61062,0.13553,0.0,1.28231,Alaska
2005-09-30,1629.42059,157.97046,917.53838,0.0,382.51334,0.10704,0.0,1.40453,Alaska
2005-12-31,1772.11503,163.98434,1041.04313,0.0,353.02951,0.24778,0.0,1.41975,Alaska
2006-03-31,1739.69292,162.49414,1054.39326,0.0,303.93534,0.23003,0.0,1.83623,Alaska
2006-06-30,1568.84004,140.39305,943.98493,0.0,307.42938,0.1868,0.0,1.49423,Alaska
2006-09-30,1590.77936,153.76243,950.47211,0.0,294.0236,0.13665,0.0,1.5539200000000002,Alaska
2006-12-31,1774.88446,160.76942,1108.88003,0.0,318.21869,0.23451,0.0,1.78014,Alaska
2007-03-31,1810.04364,171.42907,1023.36044,0.0,380.31176,0.16069,0.0,2.56574,Alaska
2007-06-30,1582.13932,149.17816,887.2328,0.0,358.27106,0.23676,0.0,2.85977,Alaska
2007-09-30,1607.13734,153.02321,867.4883,0.0,297.1255,0.32304,0.0,1.81816,Alaska
2007-12-31,1822.07133,167.7789,1089.45796,0.0,255.51469,0.29154,0.0,2.97389,Alaska
2008-03-31,1890.73733,160.44904,1087.45819,0.0,326.609,0.01669,0.0,0.93329,Alaska
2008-06-30,1528.71778,152.49288,881.61458,0.0,281.2838,0.01751,0.0,1.40172,Alaska
2008-09-30,1518.69766,146.83212,949.80039,0.0,252.16339,0.02049,0.0,1.31074,Alaska
2008-12-31,1836.6816,158.12278,1083.59901,0.0,311.74481,0.0133,0.0,1.03596,Alaska
2009-03-31,1795.006,156.53247,947.95878,0.0,288.86705,0.22063,0.0,1.34202,Alaska
2009-06-30,1512.91351,137.6733,810.36836,0.0,288.42391,0.94721,0.0,1.84631,Alaska
2009-09-30,1483.08599,161.42611,788.02041,0.0,307.66512,3.82071,0.0,1.89395,Alaska
2009-12-31,1911.1539,174.95976,1031.05563,0.0,438.78834,2.03847,0.0,1.4291200000000002,Alaska
2010-03-31,1836.54789,168.80377,1007.17852,0.0,349.02156,2.46851,0.0,1.03497,Alaska
2010-06-30,1598.27973,126.54559,906.97447,0.0,369.38513,3.61212,0.0,1.92924,Alaska
2010-09-30,1526.26294,152.21817,825.4039,0.0,374.22917,4.31383,0.0,1.81753,Alaska
2010-12-31,1798.48514,172.8758,1010.46682,0.0,340.50555,2.21254,0.0,1.52264,Alaska
2011-03-31,1929.07751,162.33503,1045.85494,0.0,413.73324,2.04147,0.0,0.70816,Alaska
2011-06-30,1547.5569,145.42185,930.40292,0.0,294.83847,2.4643,0.0,0.92521,Alaska
2011-09-30,1516.10756,178.03404,895.85544,0.0,266.01746,3.48261,0.0,0.95797,Alaska
2011-12-31,1878.29083,170.59437,1034.31934,0.0,370.15658,4.45761,0.0,0.6952100000000001,Alaska
2012-03-31,1965.6545,177.34464,1058.02211,0.0,438.5912,0.0,0.0,0.0,Alaska
2012-06-30,1560.60938,165.12883,851.12968,0.0,325.51697,5.85301,0.0,0.6834600000000001,Alaska
2012-09-30,1553.1551,166.72805,768.94509,0.0,315.64088,9.18794,0.0,0.8097300000000001,Alaska
2012-12-31,1866.99984,175.75765,927.94006,0.0,495.29596,0.0,0.0,0.0,Alaska
2013-03-31,1732.69548,169.33026,932.67845,0.0,363.2055,32.04416,0.0,8.7459,Alaska
2013-06-30,1480.45282,129.7586,789.17314,0.0,304.15245,35.7026,0.0,13.47191,Alaska
2013-09-30,1500.69009,161.58566,819.69501,0.0,292.66247,47.90996,0.0,15.22341,Alaska
2013-12-31,1782.98326,163.94622,879.45885,0.0,475.45901,29.63229,0.0,14.33374,Alaska
2014-03-31,1624.30863,170.18357,904.3069,0.0,384.20474,22.82977,0.0,9.80184,Alaska
2014-06-30,1431.72676,155.10488,787.59647,0.0,332.34607,46.85006,0.0,15.79626,Alaska
2014-09-30,1400.62491,111.75884,732.69032,0.0,395.97527,44.13021,0.0,17.64458,Alaska
2014-12-31,1586.16933,121.24488,863.42864,0.0,426.21192,38.14696,0.0,16.95601,Alaska
2015-03-31,1736.08141,144.65947,956.53363,0.0,385.03046,25.89753,0.0,10.07141,Alaska
2015-06-30,1485.42005,139.16854,740.32253,0.0,359.59546,49.36017,0.0,13.09135,Alaska
2015-09-30,1419.43746,169.11575,667.72865,0.0,340.69505,39.28899,0.0,17.19943,Alaska
2015-12-31,1643.99841,214.60555,725.12797,0.0,483.60803,45.14731,0.0,12.12294,Alaska
