date,Fuel_Consumption_BTU
2001-03-31,12.09
2001-06-30,16.925
2001-09-30,17.19
2001-12-31,10.195
2002-03-31,8.36
2002-06-30,10.722
2002-09-30,13.533
2002-12-31,8.484
2003-03-31,8.261
2003-06-30,9.789
2003-09-30,14.06
2003-12-31,8.516
2004-03-31,8.03101
2004-06-30,9.37831
2004-09-30,10.97396
2004-12-31,7.40187
2005-03-31,8.76673
2005-06-30,12.68893
2005-09-30,16.47649
2005-12-31,10.13849
2006-03-31,8.13671
2006-06-30,15.11248
2006-09-30,19.12055
2006-12-31,14.57749
2007-03-31,11.89833
2007-06-30,13.91469
2007-09-30,21.66785
2007-12-31,15.47259
2008-03-31,15.22221
2008-06-30,18.74045
2008-09-30,19.27871
2008-12-31,18.95523
2009-03-31,17.91
2009-06-30,16.89503
2009-09-30,22.06878
2009-12-31,15.82107
2010-03-31,17.81639
2010-06-30,16.83436
2010-09-30,22.57147
2010-12-31,15.88982
2011-03-31,16.39635
2011-06-30,17.38841
2011-09-30,24.48721
2011-12-31,18.10272
2012-03-31,17.06301
2012-06-30,20.26242
2012-09-30,24.27821
2012-12-31,15.70173
2013-03-31,15.58824
2013-06-30,20.34131
2013-09-30,24.70957
2013-12-31,17.36692
2014-03-31,17.79462
2014-06-30,21.20344
2014-09-30,23.70079
2014-12-31,18.51818
2015-03-31,19.53126
2015-06-30,18.71739
2015-09-30,24.37577
2015-12-31,20.02415
2016-03-31,20.38749
2016-06-30,21.29156
2016-09-30,25.92331
2016-12-31,19.29727
2017-03-31,17.71559
2017-06-30,19.85906
2017-09-30,24.46411
2017-12-31,18.12557
2018-03-31,18.87762
2018-06-30,28.10119
2018-09-30,31.6912
2018-12-31,25.05373
2019-03-31,22.74867
2019-06-30,24.94086
2019-09-30,34.73206
2019-12-31,25.46669
2020-03-31,24.94005
2020-06-30,23.15642
2020-09-30,33.25077
2020-12-31,22.54278
2021-03-31,19.85132
2021-06-30,23.11586
2021-09-30,26.966
2021-12-31,16.01053
