date,Fuel_Consumption_BTU
2001-03-31,4.503
2001-06-30,4.031
2001-09-30,4.392
2001-12-31,4.317
2002-03-31,4.139
2002-06-30,4.511
2002-09-30,4.314
2002-12-31,3.815
2003-03-31,4.51
2003-06-30,4.43
2003-09-30,4.371
2003-12-31,4.571
2004-03-31,4.43822
2004-06-30,4.43127
2004-09-30,4.52644
2004-12-31,4.60509
2005-03-31,4.01362
2005-06-30,4.14534
2005-09-30,4.15358
2005-12-31,4.23289
2006-03-31,3.48666
2006-06-30,4.00859
2006-09-30,4.25939
2006-12-31,4.1348
2007-03-31,4.33597
2007-06-30,4.17893
2007-09-30,4.68883
2007-12-31,4.00896
2008-03-31,4.43056
2008-06-30,4.47601
2008-09-30,4.50669
2008-12-31,4.43347
2009-03-31,3.95391
2009-06-30,4.15008
2009-09-30,4.35995
2009-12-31,4.46108
2010-03-31,4.28698
2010-06-30,3.91332
2010-09-30,4.32352
2010-12-31,4.52327
2011-03-31,4.22454
2011-06-30,4.59858
2011-09-30,3.89031
2011-12-31,3.35873
2012-03-31,4.12619
2012-06-30,4.04307
2012-09-30,4.09191
2012-12-31,4.31048
2013-03-31,2.77492
2013-06-30,4.01745
2013-09-30,4.31297
2013-12-31,4.19727
2014-03-31,4.04624
2014-06-30,4.28148
2014-09-30,4.42339
2014-12-31,4.49003
2015-03-31,0.0
2015-06-30,3.00803
2015-09-30,4.45194
2015-12-31,4.26571
2016-03-31,4.09229
2016-06-30,4.00927
2016-09-30,4.09237
2016-12-31,4.23734
2017-03-31,3.13688
2017-06-30,3.83957
2017-09-30,4.14597
2017-12-31,3.82601
2018-03-31,3.71404
2018-06-30,3.19664
2018-09-30,3.9454
2018-12-31,3.51102
2019-03-31,3.24127
2019-06-30,3.29472
2019-09-30,3.86873
2019-12-31,3.77452
2020-03-31,3.14732
2020-06-30,3.25462
2020-09-30,3.22847
2020-12-31,3.65026
2021-03-31,2.86718
2021-06-30,3.38787
2021-09-30,3.14689
2021-12-31,3.1639
