date,Fuel_Consumption_BTU
2001-03-31,89.911
2001-06-30,76.404
2001-09-30,95.484
2001-12-31,92.834
2002-03-31,93.043
2002-06-30,79.21
2002-09-30,96.752
2002-12-31,97.626
2003-03-31,94.177
2003-06-30,92.155
2003-09-30,102.615
2003-12-31,99.437
2004-03-31,95.82055
2004-06-30,83.69287
2004-09-30,99.01563
2004-12-31,98.77937
2005-03-31,100.65699
2005-06-30,92.49024
2005-09-30,97.58426
2005-12-31,84.25838
2006-03-31,95.25318
2006-06-30,87.88596
2006-09-30,92.35441
2006-12-31,90.3029
2007-03-31,96.01052
2007-06-30,84.7161
2007-09-30,96.6292
2007-12-31,84.98702
2008-03-31,99.39608
2008-06-30,80.94427
2008-09-30,92.19475
2008-12-31,81.73679
2009-03-31,90.49833
2009-06-30,72.02468
2009-09-30,80.57607
2009-12-31,81.89429
2010-03-31,83.67189
2010-06-30,79.76303
2010-09-30,79.39977
2010-12-31,68.34434
2011-03-31,87.45909
2011-06-30,72.99636
2011-09-30,83.41019
2011-12-31,67.68874
2012-03-31,61.75636
2012-06-30,48.31006
2012-09-30,70.57065
2012-12-31,71.39559
2013-03-31,69.92129
2013-06-30,53.19548
2013-09-30,68.54573
2013-12-31,71.57204
2014-03-31,83.65977
2014-06-30,65.63986
2014-09-30,78.31204
2014-12-31,81.57442
2015-03-31,76.3872
2015-06-30,63.81475
2015-09-30,66.99868
2015-12-31,63.98244
2016-03-31,64.41708
2016-06-30,51.62342
2016-09-30,70.38685
2016-12-31,69.83476
2017-03-31,65.78272
2017-06-30,49.69934
2017-09-30,68.14187
2017-12-31,69.51843
2018-03-31,66.34215
2018-06-30,54.75003
2018-09-30,65.67335
2018-12-31,72.24204
2019-03-31,55.42922
2019-06-30,47.01923
2019-09-30,52.10138
2019-12-31,45.52073
2020-03-31,37.62872
2020-06-30,21.85018
2020-09-30,52.79395
2020-12-31,46.34254
2021-03-31,48.01736
2021-06-30,31.09216
2021-09-30,56.56811
2021-12-31,38.97842
