date,Fuel_Consumption_BTU
2001-03-31,28.778
2001-06-30,40.202
2001-09-30,37.007
2001-12-31,26.249
2002-03-31,23.832
2002-06-30,30.393
2002-09-30,55.44
2002-12-31,39.04
2003-03-31,29.76
2003-06-30,31.324
2003-09-30,74.359
2003-12-31,36.336
2004-03-31,46.85895
2004-06-30,65.44553
2004-09-30,85.26748
2004-12-31,48.29165
2005-03-31,32.34575
2005-06-30,50.83013
2005-09-30,85.76028
2005-12-31,54.64172
2006-03-31,40.49227
2006-06-30,58.43532
2006-09-30,91.05151
2006-12-31,64.15702
2007-03-31,40.93764
2007-06-30,70.03085
2007-09-30,107.02268
2007-12-31,69.51644
2008-03-31,56.49595
2008-06-30,69.66865
2008-09-30,104.4247
2008-12-31,62.11424
2009-03-31,41.82295
2009-06-30,62.70058
2009-09-30,108.22791
2009-12-31,55.94496
2010-03-31,32.80227
2010-06-30,49.63824
2010-09-30,95.42539
2010-12-31,51.10026
2011-03-31,28.04892
2011-06-30,37.20756
2011-09-30,80.88531
2011-12-31,38.68476
2012-03-31,45.07875
2012-06-30,61.08353
2012-09-30,92.91087
2012-12-31,36.08344
2013-03-31,30.53746
2013-06-30,51.94123
2013-09-30,100.55532
2013-12-31,47.30895
2014-03-31,27.62421
2014-06-30,47.92833
2014-09-30,92.4265
2014-12-31,45.22483
2015-03-31,30.41287
2015-06-30,59.27482
2015-09-30,107.12048
2015-12-31,62.33398
2016-03-31,44.17429
2016-06-30,72.81579
2016-09-30,105.04775
2016-12-31,44.10601
2017-03-31,23.5128
2017-06-30,63.6166
2017-09-30,94.4141
2017-12-31,52.78312
2018-03-31,37.63497
2018-06-30,68.09368
2018-09-30,115.50619
2018-12-31,76.85685
2019-03-31,67.22378
2019-06-30,85.72896
2019-09-30,123.71122
2019-12-31,92.77693
2020-03-31,76.59445
2020-06-30,96.60586
2020-09-30,131.6489
2020-12-31,96.68185
2021-03-31,69.9949
2021-06-30,100.22196
2021-09-30,126.5027
2021-12-31,75.37144
